scenario,year,variable,commodity,sector,subsector,value
BAU,2019,energy demand,ElecDist,Metals,,483.704
BAU,2019,energy demand,GasDist,Metals,,532.883
BAU,2019,domestic demand,,Metals,,19961.416
BAU,2019,commodity price,,Metals,,1.0047779
BAU,2019,investment,,Metals,,2.1878688
BAU,2019,government consumption,Metals,,,1.392234
BAU,2019,household consumption,Metals,RuralHH,,964.7207
BAU,2019,household consumption,Metals,UrbanHH,,2639.8105
BAU,2019,output,,MetalPr,,22814.28
BAU,2019,production cost,,MetalPr,,1.0074295
BAU,2019,capital demand,,MetalPr,,1462.4518
BAU,2019,labor demand,,MetalPr,,438.3157
BAU,2019,CO2,,MetalPr,,158.64522
BAU,2019,energy demand,Coal,MetalPr,,826.19
BAU,2019,energy demand,RefPet,MetalPr,,93.40378
BAU,2019,energy demand,ElecDist,MetalPr,,639.05383
BAU,2019,energy demand,GasDist,MetalPr,,752.3975
BAU,2019,domestic demand,,MetalPr,,22808.402
BAU,2019,commodity price,,MetalPr,,1.0074236
BAU,2019,investment,,MetalPr,,0.0
BAU,2019,government consumption,MetalPr,,,0.0
BAU,2019,household consumption,MetalPr,RuralHH,,4.894136
BAU,2019,household consumption,MetalPr,UrbanHH,,7.704105
BAU,2019,output,,GenEqp,,23060.615
BAU,2019,production cost,,GenEqp,,1.0017406
BAU,2019,capital demand,,GenEqp,,584.574
BAU,2019,labor demand,,GenEqp,,902.99445
BAU,2019,CO2,,GenEqp,,129.04881
BAU,2019,energy demand,Coal,GenEqp,,203.014
BAU,2019,energy demand,RefPet,GenEqp,,50.913555
BAU,2019,energy demand,ElecDist,GenEqp,,603.90137
BAU,2019,energy demand,GasDist,GenEqp,,752.62964
BAU,2019,domestic demand,,GenEqp,,23055.672
BAU,2019,commodity price,,GenEqp,,1.0017394
BAU,2019,investment,,GenEqp,,0.0
BAU,2019,government consumption,GenEqp,,,0.0
BAU,2019,household consumption,GenEqp,RuralHH,,0.0
BAU,2019,household consumption,GenEqp,UrbanHH,,770.90814
BAU,2019,output,,SpecEqp,,27264.39
BAU,2019,production cost,,SpecEqp,,0.9997133
BAU,2019,capital demand,,SpecEqp,,308.63956
BAU,2019,labor demand,,SpecEqp,,1025.5157
BAU,2019,CO2,,SpecEqp,,180.42404
BAU,2019,energy demand,Coal,SpecEqp,,838.9457
BAU,2019,energy demand,RefPet,SpecEqp,,909.6153
BAU,2019,energy demand,ElecDist,SpecEqp,,334.2224
BAU,2019,energy demand,GasDist,SpecEqp,,391.95505
BAU,2019,domestic demand,,SpecEqp,,27263.377
BAU,2019,commodity price,,SpecEqp,,0.9997133
BAU,2019,investment,,SpecEqp,,3259.512
BAU,2019,government consumption,SpecEqp,,,471.55975
BAU,2019,household consumption,SpecEqp,RuralHH,,49.318825
BAU,2019,household consumption,SpecEqp,UrbanHH,,72.78303
BAU,2019,output,,TransEqp,,24444.66
BAU,2019,production cost,,TransEqp,,1.0058916
BAU,2019,capital demand,,TransEqp,,881.6084
BAU,2019,labor demand,,TransEqp,,479.71033
BAU,2019,CO2,,TransEqp,,433.5311
BAU,2019,energy demand,Coal,TransEqp,,409.10187
BAU,2019,energy demand,RefPet,TransEqp,,447.78284
BAU,2019,energy demand,ElecDist,TransEqp,,490.80087
BAU,2019,energy demand,GasDist,TransEqp,,655.35736
BAU,2019,domestic demand,,TransEqp,,24438.771
BAU,2019,commodity price,,TransEqp,,1.00589
BAU,2019,investment,,TransEqp,,151.38559
BAU,2019,government consumption,TransEqp,,,4.1720843
BAU,2019,household consumption,TransEqp,RuralHH,,87.24845
BAU,2019,household consumption,TransEqp,UrbanHH,,128.27603
BAU,2019,output,,ElecEqp,,32790.957
BAU,2019,production cost,,ElecEqp,,1.002997
BAU,2019,capital demand,,ElecEqp,,2315.867
BAU,2019,labor demand,,ElecEqp,,1724.3782
BAU,2019,CO2,,ElecEqp,,106.84771
BAU,2019,energy demand,Coal,ElecEqp,,594.5306
BAU,2019,energy demand,RefPet,ElecEqp,,976.3827
BAU,2019,energy demand,ElecDist,ElecEqp,,196.25098
BAU,2019,energy demand,GasDist,ElecEqp,,938.48694
BAU,2019,domestic demand,,ElecEqp,,32787.03
BAU,2019,commodity price,,ElecEqp,,1.0029937
BAU,2019,investment,,ElecEqp,,3.3052177
BAU,2019,government consumption,ElecEqp,,,2.789421
BAU,2019,household consumption,ElecEqp,RuralHH,,8829.674
BAU,2019,household consumption,ElecEqp,UrbanHH,,2169.5786
BAU,2019,output,,ICTEqp,,24804.15
BAU,2019,production cost,,ICTEqp,,1.0565848
BAU,2019,capital demand,,ICTEqp,,958.76935
BAU,2019,labor demand,,ICTEqp,,1451.9816
BAU,2019,CO2,,ICTEqp,,2357.1562
BAU,2019,energy demand,Coal,ICTEqp,,65.06117
BAU,2019,energy demand,RefPet,ICTEqp,,1635.1155
BAU,2019,energy demand,ElecDist,ICTEqp,,543.3624
BAU,2019,energy demand,GasDist,ICTEqp,,180.0435
BAU,2019,domestic demand,,ICTEqp,,24795.273
BAU,2019,commodity price,,ICTEqp,,1.0565057
BAU,2019,investment,,ICTEqp,,2.684761
BAU,2019,government consumption,ICTEqp,,,2.648137
BAU,2019,household consumption,ICTEqp,RuralHH,,259.47238
BAU,2019,household consumption,ICTEqp,UrbanHH,,179.98181
BAU,2019,output,,PrecInst,,23764.17
BAU,2019,production cost,,PrecInst,,0.9949515
BAU,2019,capital demand,,PrecInst,,2543.427
BAU,2019,labor demand,,PrecInst,,3277.8916
BAU,2019,CO2,,PrecInst,,82.44633
BAU,2019,energy demand,Coal,PrecInst,,103.28103
BAU,2019,energy demand,RefPet,PrecInst,,529.94586
BAU,2019,energy demand,ElecDist,PrecInst,,803.9042
BAU,2019,energy demand,GasDist,PrecInst,,542.4143
BAU,2019,domestic demand,,PrecInst,,23757.164
BAU,2019,commodity price,,PrecInst,,0.99495554
BAU,2019,investment,,PrecInst,,1.1377765
BAU,2019,government consumption,PrecInst,,,0.0
BAU,2019,household consumption,PrecInst,RuralHH,,274.53284
BAU,2019,household consumption,PrecInst,UrbanHH,,881.4732
BAU,2019,output,,OthMfg,,22714.275
BAU,2019,production cost,,OthMfg,,1.0026556
BAU,2019,capital demand,,OthMfg,,258.75623
BAU,2019,labor demand,,OthMfg,,57.33686
BAU,2019,CO2,,OthMfg,,34.78003
BAU,2019,energy demand,Coal,OthMfg,,235.03229
BAU,2019,energy demand,RefPet,OthMfg,,959.18774
BAU,2019,energy demand,ElecDist,OthMfg,,954.2083
BAU,2019,energy demand,GasDist,OthMfg,,1234.1289
BAU,2019,domestic demand,,OthMfg,,22671.807
BAU,2019,commodity price,,OthMfg,,1.0026599
BAU,2019,investment,,OthMfg,,2.2064137
BAU,2019,government consumption,OthMfg,,,4.1855245
BAU,2019,household consumption,OthMfg,RuralHH,,2988.7886
BAU,2019,household consumption,OthMfg,UrbanHH,,864.05646
BAU,2019,output,,Waste,,25024.338
BAU,2019,production cost,,Waste,,1.0012052
BAU,2019,capital demand,,Waste,,194.19112
BAU,2019,labor demand,,Waste,,714.2887
BAU,2019,CO2,,Waste,,266.0134
BAU,2019,energy demand,Coal,Waste,,519.3215
BAU,2019,energy demand,RefPet,Waste,,581.481
BAU,2019,energy demand,ElecDist,Waste,,230.65337
BAU,2019,energy demand,GasDist,Waste,,67.71786
BAU,2019,domestic demand,,Waste,,24986.83
BAU,2019,commodity price,,Waste,,1.0012056
BAU,2019,investment,,Waste,,0.0
BAU,2019,government consumption,Waste,,,0.0
BAU,2019,household consumption,Waste,RuralHH,,1240.9819
BAU,2019,household consumption,Waste,UrbanHH,,2530.0432
BAU,2019,output,,MachRep,,24605.186
BAU,2019,production cost,,MachRep,,0.9920021
BAU,2019,capital demand,,MachRep,,800.78577
BAU,2019,labor demand,,MachRep,,3244.431
BAU,2019,CO2,,MachRep,,43.19279
BAU,2019,energy demand,Coal,MachRep,,201.35796
BAU,2019,energy demand,RefPet,MachRep,,561.2722
BAU,2019,energy demand,ElecDist,MachRep,,460.8545
BAU,2019,energy demand,GasDist,MachRep,,222.25195
BAU,2019,domestic demand,,MachRep,,24556.846
BAU,2019,commodity price,,MachRep,,0.99199456
BAU,2019,investment,,MachRep,,0.0
BAU,2019,government consumption,MachRep,,,0.0
BAU,2019,household consumption,MachRep,RuralHH,,833.01514
BAU,2019,household consumption,MachRep,UrbanHH,,634.71643
BAU,2019,output,,ElecDist,,33418.766
BAU,2019,production cost,,ElecDist,,0.97688967
BAU,2019,capital demand,,ElecDist,,1287.4094
BAU,2019,labor demand,,ElecDist,,10171.295
BAU,2019,CO2,,ElecDist,,649.97174
BAU,2019,energy demand,Coal,ElecDist,,684.24243
BAU,2019,energy demand,RefPet,ElecDist,,570.3672
BAU,2019,energy demand,ElecDist,ElecDist,,464.48645
BAU,2019,energy demand,GasDist,ElecDist,,131.93593
BAU,2019,domestic demand,,ElecDist,,33371.824
BAU,2019,commodity price,,ElecDist,,0.9768903
BAU,2019,investment,,ElecDist,,17.14022
BAU,2019,government consumption,ElecDist,,,17.183743
BAU,2019,household consumption,ElecDist,RuralHH,,2031.9646
BAU,2019,household consumption,ElecDist,UrbanHH,,5318.1187
BAU,2019,output,,GasDist,,26729.08
BAU,2019,production cost,,GasDist,,0.996978
BAU,2019,capital demand,,GasDist,,595.7737
BAU,2019,labor demand,,GasDist,,1632.4738
BAU,2019,CO2,,GasDist,,1.4761025
BAU,2019,energy demand,Coal,GasDist,,1559.1388
BAU,2019,energy demand,RefPet,GasDist,,481.04282
BAU,2019,energy demand,ElecDist,GasDist,,930.10266
BAU,2019,energy demand,GasDist,GasDist,,793.88715
BAU,2019,domestic demand,,GasDist,,26716.479
BAU,2019,commodity price,,GasDist,,0.9969834
BAU,2019,investment,,GasDist,,1.1285477
BAU,2019,government consumption,GasDist,,,110.84637
BAU,2019,household consumption,GasDist,RuralHH,,1661.6499
BAU,2019,household consumption,GasDist,UrbanHH,,1516.086
BAU,2019,output,,WatDist,,27363.746
BAU,2019,production cost,,WatDist,,0.9877442
BAU,2019,capital demand,,WatDist,,3828.6797
BAU,2019,labor demand,,WatDist,,7541.7764
BAU,2019,CO2,,WatDist,,502.63126
BAU,2019,energy demand,Coal,WatDist,,139.4204
BAU,2019,energy demand,RefPet,WatDist,,44.63576
BAU,2019,energy demand,ElecDist,WatDist,,936.08496
BAU,2019,energy demand,GasDist,WatDist,,213.95914
BAU,2019,domestic demand,,WatDist,,27356.512
BAU,2019,commodity price,,WatDist,,0.9877649
BAU,2019,investment,,WatDist,,477.87845
BAU,2019,government consumption,WatDist,,,972.93866
BAU,2019,household consumption,WatDist,RuralHH,,1321.7599
BAU,2019,household consumption,WatDist,UrbanHH,,93.30703
BAU,2019,output,,Constr,,25745.82
BAU,2019,production cost,,Constr,,1.0060447
BAU,2019,capital demand,,Constr,,2452.8281
BAU,2019,labor demand,,Constr,,1011.7187
BAU,2019,CO2,,Constr,,186.09453
BAU,2019,energy demand,Coal,Constr,,785.3121
BAU,2019,energy demand,RefPet,Constr,,835.30707
BAU,2019,energy demand,ElecDist,Constr,,1285.9312
BAU,2019,energy demand,GasDist,Constr,,286.10544
BAU,2019,domestic demand,,Constr,,25735.998
BAU,2019,commodity price,,Constr,,1.0060462
BAU,2019,investment,,Constr,,40.271866
BAU,2019,government consumption,Constr,,,141.82884
BAU,2019,household consumption,Constr,RuralHH,,4.9008374
BAU,2019,household consumption,Constr,UrbanHH,,7.7146535
BAU,2019,output,,WhRetTr,,24525.13
BAU,2019,production cost,,WhRetTr,,1.0313357
BAU,2019,capital demand,,WhRetTr,,795.27795
BAU,2019,labor demand,,WhRetTr,,375.5445
BAU,2019,CO2,,WhRetTr,,2357.899
BAU,2019,energy demand,Coal,WhRetTr,,393.94055
BAU,2019,energy demand,RefPet,WhRetTr,,1230.8425
BAU,2019,energy demand,ElecDist,WhRetTr,,628.6123
BAU,2019,energy demand,GasDist,WhRetTr,,1250.6948
BAU,2019,domestic demand,,WhRetTr,,24522.34
BAU,2019,commodity price,,WhRetTr,,1.0312985
BAU,2019,investment,,WhRetTr,,554.9354
BAU,2019,government consumption,WhRetTr,,,9.495021
BAU,2019,household consumption,WhRetTr,RuralHH,,1124.4525
BAU,2019,household consumption,WhRetTr,UrbanHH,,1881.4381
BAU,2019,output,,TranspSrv,,21505.875
BAU,2019,production cost,,TranspSrv,,1.0038441
BAU,2019,capital demand,,TranspSrv,,366.60587
BAU,2019,labor demand,,TranspSrv,,751.7358
BAU,2019,CO2,,TranspSrv,,547.78754
BAU,2019,energy demand,Coal,TranspSrv,,812.6623
BAU,2019,energy demand,RefPet,TranspSrv,,672.11145
BAU,2019,energy demand,ElecDist,TranspSrv,,946.28754
BAU,2019,energy demand,GasDist,TranspSrv,,471.22485
BAU,2019,domestic demand,,TranspSrv,,21505.875
BAU,2019,commodity price,,TranspSrv,,1.0038348
BAU,2019,investment,,TranspSrv,,10.980512
BAU,2019,government consumption,TranspSrv,,,8.361252
BAU,2019,household consumption,TranspSrv,RuralHH,,98.23266
BAU,2019,household consumption,TranspSrv,UrbanHH,,157.53232
BAU,2019,output,,HotRest,,25211.342
BAU,2019,production cost,,HotRest,,0.99969906
BAU,2019,capital demand,,HotRest,,1138.2727
BAU,2019,labor demand,,HotRest,,3094.883
BAU,2019,CO2,,HotRest,,605.35114
BAU,2019,energy demand,Coal,HotRest,,96.77801
BAU,2019,energy demand,RefPet,HotRest,,99.34491
BAU,2019,energy demand,ElecDist,HotRest,,607.80444
BAU,2019,energy demand,GasDist,HotRest,,991.8123
BAU,2019,domestic demand,,HotRest,,25195.336
BAU,2019,commodity price,,HotRest,,0.99969894
BAU,2019,investment,,HotRest,,1029.2612
BAU,2019,government consumption,HotRest,,,198.70163
BAU,2019,household consumption,HotRest,RuralHH,,1074.1794
BAU,2019,household consumption,HotRest,UrbanHH,,32.024994
BAU,2019,output,,ICTServ,,24491.98
BAU,2019,production cost,,ICTServ,,0.9954729
BAU,2019,capital demand,,ICTServ,,34.11904
BAU,2019,labor demand,,ICTServ,,2347.8215
BAU,2019,CO2,,ICTServ,,202.70657
BAU,2019,energy demand,Coal,ICTServ,,642.6764
BAU,2019,energy demand,RefPet,ICTServ,,604.01746
BAU,2019,energy demand,ElecDist,ICTServ,,367.34113
BAU,2019,energy demand,GasDist,ICTServ,,888.68243
BAU,2019,domestic demand,,ICTServ,,24465.904
BAU,2019,commodity price,,ICTServ,,0.9954741
BAU,2019,investment,,ICTServ,,17.031116
BAU,2019,government consumption,ICTServ,,,400.49512
BAU,2019,household consumption,ICTServ,RuralHH,,77.265
BAU,2019,household consumption,ICTServ,UrbanHH,,4638.968
BAU,2019,output,,Finance,,26057.854
BAU,2019,production cost,,Finance,,1.0042299
BAU,2019,capital demand,,Finance,,1674.7457
BAU,2019,labor demand,,Finance,,926.3239
BAU,2019,CO2,,Finance,,154.18123
BAU,2019,energy demand,Coal,Finance,,432.2513
BAU,2019,energy demand,RefPet,Finance,,927.5917
BAU,2019,energy demand,ElecDist,Finance,,887.89685
BAU,2019,energy demand,GasDist,Finance,,681.222
BAU,2019,domestic demand,,Finance,,26035.234
BAU,2019,commodity price,,Finance,,1.0042241
BAU,2019,investment,,Finance,,727.97614
BAU,2019,government consumption,Finance,,,25.074032
BAU,2019,household consumption,Finance,RuralHH,,763.95386
BAU,2019,household consumption,Finance,UrbanHH,,1377.632
BAU,2019,output,,RealEst,,26098.07
BAU,2019,production cost,,RealEst,,0.9967042
BAU,2019,capital demand,,RealEst,,793.68134
BAU,2019,labor demand,,RealEst,,1976.9781
BAU,2019,CO2,,RealEst,,115.55548
BAU,2019,energy demand,Coal,RealEst,,325.59616
BAU,2019,energy demand,RefPet,RealEst,,284.7446
BAU,2019,energy demand,ElecDist,RealEst,,218.0056
BAU,2019,energy demand,GasDist,RealEst,,970.8634
BAU,2019,domestic demand,,RealEst,,26057.55
BAU,2019,commodity price,,RealEst,,0.99670994
BAU,2019,investment,,RealEst,,2400.797
BAU,2019,government consumption,RealEst,,,181.05196
BAU,2019,household consumption,RealEst,RuralHH,,3936.6187
BAU,2019,household consumption,RealEst,UrbanHH,,7.786917
BAU,2019,output,,BusServe,,26151.324
BAU,2019,production cost,,BusServe,,0.99212587
BAU,2019,capital demand,,BusServe,,318.97577
BAU,2019,labor demand,,BusServe,,2954.71
BAU,2019,CO2,,BusServe,,190.51263
BAU,2019,energy demand,Coal,BusServe,,570.18744
BAU,2019,energy demand,RefPet,BusServe,,752.42035
BAU,2019,energy demand,ElecDist,BusServe,,532.26337
BAU,2019,energy demand,GasDist,BusServe,,948.7974
BAU,2019,domestic demand,,BusServe,,26147.225
BAU,2019,commodity price,,BusServe,,0.9921476
BAU,2019,investment,,BusServe,,1142.6565
BAU,2019,government consumption,BusServe,,,1144.8855
BAU,2019,household consumption,BusServe,RuralHH,,735.4846
BAU,2019,household consumption,BusServe,UrbanHH,,1242.8353
BAU,2019,output,,ResTech,,24712.969
BAU,2019,production cost,,ResTech,,1.0003102
BAU,2019,capital demand,,ResTech,,39.64224
BAU,2019,labor demand,,ResTech,,178.87785
BAU,2019,CO2,,ResTech,,48.71009
BAU,2019,energy demand,Coal,ResTech,,40.11467
BAU,2019,energy demand,RefPet,ResTech,,599.4121
BAU,2019,energy demand,ElecDist,ResTech,,1502.4631
BAU,2019,energy demand,GasDist,ResTech,,794.6002
BAU,2019,domestic demand,,ResTech,,24700.986
BAU,2019,commodity price,,ResTech,,1.0003104
BAU,2019,investment,,ResTech,,635.8704
BAU,2019,government consumption,ResTech,,,331.4331
BAU,2019,household consumption,ResTech,RuralHH,,3.9431508
BAU,2019,household consumption,ResTech,UrbanHH,,6.789028
BAU,2019,output,,EnvServ,,24811.86
BAU,2019,production cost,,EnvServ,,1.0043207
BAU,2019,capital demand,,EnvServ,,8.357056
BAU,2019,labor demand,,EnvServ,,73.32419
BAU,2019,CO2,,EnvServ,,184.89874
BAU,2019,energy demand,Coal,EnvServ,,716.1351
BAU,2019,energy demand,RefPet,EnvServ,,0.9907295
BAU,2019,energy demand,ElecDist,EnvServ,,899.5766
BAU,2019,energy demand,GasDist,EnvServ,,189.38411
BAU,2019,domestic demand,,EnvServ,,24792.19
BAU,2019,commodity price,,EnvServ,,1.0043228
BAU,2019,investment,,EnvServ,,322.20013
BAU,2019,government consumption,EnvServ,,,44.57168
BAU,2019,household consumption,EnvServ,RuralHH,,733.44147
BAU,2019,household consumption,EnvServ,UrbanHH,,20.285715
BAU,2019,output,,ResServ,,22647.342
BAU,2019,production cost,,ResServ,,1.0032763
BAU,2019,capital demand,,ResServ,,608.11066
BAU,2019,labor demand,,ResServ,,431.34543
BAU,2019,CO2,,ResServ,,24.097363
BAU,2019,energy demand,Coal,ResServ,,31.127064
BAU,2019,energy demand,RefPet,ResServ,,193.8201
BAU,2019,energy demand,ElecDist,ResServ,,278.40942
BAU,2019,energy demand,GasDist,ResServ,,402.8985
BAU,2019,domestic demand,,ResServ,,22647.342
BAU,2019,commodity price,,ResServ,,1.0032734
BAU,2019,investment,,ResServ,,88.04092
BAU,2019,government consumption,ResServ,,,50.195587
BAU,2019,household consumption,ResServ,RuralHH,,169.05473
BAU,2019,household consumption,ResServ,UrbanHH,,98.63368
BAU,2019,output,,Education,,22595.238
BAU,2019,production cost,,Education,,1.008796
BAU,2019,capital demand,,Education,,1498.0176
BAU,2019,labor demand,,Education,,40.77166
BAU,2019,CO2,,Education,,118.84667
BAU,2019,energy demand,Coal,Education,,427.32364
BAU,2019,energy demand,RefPet,Education,,278.50266
BAU,2019,energy demand,ElecDist,Education,,161.4065
BAU,2019,energy demand,GasDist,Education,,119.092636
BAU,2019,domestic demand,,Education,,22595.238
BAU,2019,commodity price,,Education,,1.0087798
BAU,2019,investment,,Education,,8.613431
BAU,2019,government consumption,Education,,,44.37475
BAU,2019,household consumption,Education,RuralHH,,2395.8804
BAU,2019,household consumption,Education,UrbanHH,,276.0132
BAU,2019,output,,Health,,20565.436
BAU,2019,production cost,,Health,,1.003202
BAU,2019,capital demand,,Health,,48.52159
BAU,2019,labor demand,,Health,,294.33536
BAU,2019,CO2,,Health,,36.33825
BAU,2019,energy demand,Coal,Health,,9.139965
BAU,2019,energy demand,RefPet,Health,,384.0857
BAU,2019,energy demand,ElecDist,Health,,26.568907
BAU,2019,energy demand,GasDist,Health,,867.41364
BAU,2019,domestic demand,,Health,,20559.521
BAU,2019,commodity price,,Health,,1.0031941
BAU,2019,investment,,Health,,23.118048
BAU,2019,government consumption,Health,,,39.044098
BAU,2019,household consumption,Health,RuralHH,,145.4772
BAU,2019,household consumption,Health,UrbanHH,,943.8636
BAU,2019,output,,RecEnt,,21968.77
BAU,2019,production cost,,RecEnt,,1.003692
BAU,2019,capital demand,,RecEnt,,66.57824
BAU,2019,labor demand,,RecEnt,,536.1686
BAU,2019,CO2,,RecEnt,,256.9862
BAU,2019,energy demand,Coal,RecEnt,,908.09235
BAU,2019,energy demand,RefPet,RecEnt,,385.64398
BAU,2019,energy demand,ElecDist,RecEnt,,773.15076
BAU,2019,energy demand,GasDist,RecEnt,,663.07416
BAU,2019,domestic demand,,RecEnt,,21964.818
BAU,2019,commodity price,,RecEnt,,1.0036911
BAU,2019,investment,,RecEnt,,150.51918
BAU,2019,government consumption,RecEnt,,,133.79918
BAU,2019,household consumption,RecEnt,RuralHH,,298.67004
BAU,2019,household consumption,RecEnt,UrbanHH,,473.63123
BAU,2019,output,,PubAdm,,21594.81
BAU,2019,production cost,,PubAdm,,1.0042567
BAU,2019,capital demand,,PubAdm,,85.91377
BAU,2019,labor demand,,PubAdm,,56.27455
BAU,2019,CO2,,PubAdm,,83.29834
BAU,2019,energy demand,Coal,PubAdm,,172.64836
BAU,2019,energy demand,RefPet,PubAdm,,804.0646
BAU,2019,energy demand,ElecDist,PubAdm,,979.50977
BAU,2019,energy demand,GasDist,PubAdm,,606.7169
BAU,2019,domestic demand,,PubAdm,,21584.967
BAU,2019,commodity price,,PubAdm,,1.0042586
BAU,2019,investment,,PubAdm,,572.2158
BAU,2019,government consumption,PubAdm,,,158.79674
BAU,2019,household consumption,PubAdm,RuralHH,,381.9638
BAU,2019,household consumption,PubAdm,UrbanHH,,522.632
BAU,2019,CO2,,RuralHH,,241.85995
BAU,2019,labor supply,,RuralHH,,24189.104
BAU,2019,energy demand,Coal,RuralHH,,120.055374
BAU,2019,energy demand,RefPet,RuralHH,,203.35645
BAU,2019,energy demand,ElecDist,RuralHH,,2031.9646
BAU,2019,energy demand,GasDist,RuralHH,,1661.6499
BAU,2019,CO2,,UrbanHH,,162.56114
BAU,2019,labor supply,,UrbanHH,,47723.246
BAU,2019,energy demand,Coal,UrbanHH,,178.14177
BAU,2019,energy demand,RefPet,UrbanHH,,300.58975
BAU,2019,energy demand,ElecDist,UrbanHH,,5318.1187
BAU,2019,energy demand,GasDist,UrbanHH,,1516.086
BAU,2019,labor wage,,,,0.9276522
BAU,2019,capital rent,,,,1.0893558
BAU,2019,real gdp-va,,,,117834.945
BAU,2019,real gdp-demand,,,,115817.05
BAU,2019,total factor productivity,,,,1.030225
BAU,2019,total CO2 emissions,,,,15507.896
BAU,2019,CO2 price,,,,0.2
BAU,2020,output,,AgFFF,,22515.514
BAU,2020,production cost,,AgFFF,,1.0140201
BAU,2020,capital demand,,AgFFF,,823.12024
BAU,2020,labor demand,,AgFFF,,264.72058
BAU,2020,CO2,,AgFFF,,521.2357
BAU,2020,energy demand,Coal,AgFFF,,538.5116
BAU,2020,energy demand,RefPet,AgFFF,,957.1658
BAU,2020,energy demand,ElecDist,AgFFF,,490.45926
BAU,2020,energy demand,GasDist,AgFFF,,746.68665
BAU,2020,domestic demand,,AgFFF,,22489.438
BAU,2020,commodity price,,AgFFF,,1.0139883
BAU,2020,investment,,AgFFF,,1.0898799
BAU,2020,government consumption,AgFFF,,,1.4822067
BAU,2020,household consumption,AgFFF,RuralHH,,17.543146
BAU,2020,household consumption,AgFFF,UrbanHH,,24.723696
BAU,2020,output,,Coal,,19470.28
BAU,2020,production cost,,Coal,,1.0028169
BAU,2020,capital demand,,Coal,,569.6711
BAU,2020,labor demand,,Coal,,970.34595
BAU,2020,CO2,,Coal,,159.99712
BAU,2020,energy demand,Coal,Coal,,153.69756
BAU,2020,energy demand,RefPet,Coal,,65.19285
BAU,2020,energy demand,ElecDist,Coal,,318.11713
BAU,2020,energy demand,GasDist,Coal,,175.11412
BAU,2020,domestic demand,,Coal,,19466.014
BAU,2020,commodity price,,Coal,,1.0028149
BAU,2020,investment,,Coal,,1.1392717
BAU,2020,government consumption,Coal,,,0.0
BAU,2020,household consumption,Coal,RuralHH,,120.22837
BAU,2020,household consumption,Coal,UrbanHH,,176.91719
BAU,2020,output,,OilGas,,32063.318
BAU,2020,production cost,,OilGas,,1.0213412
BAU,2020,capital demand,,OilGas,,190.18152
BAU,2020,labor demand,,OilGas,,4492.462
BAU,2020,CO2,,OilGas,,2034.6534
BAU,2020,energy demand,Coal,OilGas,,1079.8898
BAU,2020,energy demand,RefPet,OilGas,,815.4704
BAU,2020,energy demand,ElecDist,OilGas,,1014.62964
BAU,2020,energy demand,GasDist,OilGas,,181.05469
BAU,2020,domestic demand,,OilGas,,32061.424
BAU,2020,commodity price,,OilGas,,1.0213162
BAU,2020,investment,,OilGas,,22.237646
BAU,2020,government consumption,OilGas,,,36.7893
BAU,2020,household consumption,OilGas,RuralHH,,5312.2686
BAU,2020,household consumption,OilGas,UrbanHH,,3295.8132
BAU,2020,output,,MetMin,,28571.96
BAU,2020,production cost,,MetMin,,0.9838317
BAU,2020,capital demand,,MetMin,,1617.6947
BAU,2020,labor demand,,MetMin,,5307.5156
BAU,2020,CO2,,MetMin,,158.39294
BAU,2020,energy demand,Coal,MetMin,,760.97296
BAU,2020,energy demand,RefPet,MetMin,,224.13591
BAU,2020,energy demand,ElecDist,MetMin,,902.4226
BAU,2020,energy demand,GasDist,MetMin,,908.49603
BAU,2020,domestic demand,,MetMin,,28519.006
BAU,2020,commodity price,,MetMin,,0.9838204
BAU,2020,investment,,MetMin,,314.83798
BAU,2020,government consumption,MetMin,,,502.5992
BAU,2020,household consumption,MetMin,RuralHH,,2209.911
BAU,2020,household consumption,MetMin,UrbanHH,,3215.61
BAU,2020,output,,NMetMin,,25579.861
BAU,2020,production cost,,NMetMin,,0.99944454
BAU,2020,capital demand,,NMetMin,,350.85062
BAU,2020,labor demand,,NMetMin,,793.38745
BAU,2020,CO2,,NMetMin,,74.78845
BAU,2020,energy demand,Coal,NMetMin,,923.31006
BAU,2020,energy demand,RefPet,NMetMin,,485.6338
BAU,2020,energy demand,ElecDist,NMetMin,,990.4786
BAU,2020,energy demand,GasDist,NMetMin,,283.73544
BAU,2020,domestic demand,,NMetMin,,25566.846
BAU,2020,commodity price,,NMetMin,,0.9994463
BAU,2020,investment,,NMetMin,,0.0
BAU,2020,government consumption,NMetMin,,,1.503773
BAU,2020,household consumption,NMetMin,RuralHH,,37.5744
BAU,2020,household consumption,NMetMin,UrbanHH,,55.955338
BAU,2020,output,,FoodPr,,21585.219
BAU,2020,production cost,,FoodPr,,1.0073837
BAU,2020,capital demand,,FoodPr,,419.94037
BAU,2020,labor demand,,FoodPr,,34.16246
BAU,2020,CO2,,FoodPr,,128.71478
BAU,2020,energy demand,Coal,FoodPr,,331.444
BAU,2020,energy demand,RefPet,FoodPr,,31.05644
BAU,2020,energy demand,ElecDist,FoodPr,,160.1947
BAU,2020,energy demand,GasDist,FoodPr,,628.73773
BAU,2020,domestic demand,,FoodPr,,21582.264
BAU,2020,commodity price,,FoodPr,,1.0073589
BAU,2020,investment,,FoodPr,,13.426248
BAU,2020,government consumption,FoodPr,,,7.459805
BAU,2020,household consumption,FoodPr,RuralHH,,39.241325
