Scenario,year,variable,sector,sector2,subsector,labor,qualifier,value,solvestat
BAU,2035,ECO2,PapMfg,,,,ECO2,1.593661439,1
BAU,2035,ECO2,CheMfg,,,,ECO2,9.131783382,1
BAU,2035,ECO2,CMMfg,,,,ECO2,12.78355841,1
BAU,2035,ECO2,IST,,,,ECO2,3.262054947,1
BAU,2035,ECO2,NFM,,,,ECO2,0.983676812,1
BAU,2035,ECO2,MetalPr,,,,ECO2,30.47415335,1
BAU,2035,ECO2,GenEqp,,,,ECO2,0.966216472,1
BAU,2035,ECO2,TransEqp,,,,ECO2,0.190269897,1
BAU,2035,ECO2,ElecEqp,,,,ECO2,0,1
BAU,2035,ECO2,Biofuel,,,,ECO2,0.006790895,1
BAU,2035,ECO2,OthMfg,,,,ECO2,10.88518718,1
BAU,2035,ECO2,Constr,,,,ECO2,0.931827168,1
BAU,2035,ECO2,AirTran,,,,ECO2,0.022329921,1
BAU,2035,ECO2,OthTran,,,,ECO2,0.32014861,1
BAU,2035,ECO2,RD,,,,ECO2,0.079795833,1
BAU,2035,ECO2,Service,,,,ECO2,0.95319915,1
BAU,2035,ECO2,fd,,,,ECO2,1.144410277,1
BAU,2035,ECO2,Elec,,,,ECO2,0.019764197,1
BAU,2035,ECO2,Coal,,,,ECO2,0.026433198,1
BAU,2035,ECO2,Oilgas,,,,ECO2,0.306347145,1
BAU,2035,ECO2,Roil,,,,ECO2,0.309400484,1
BAU,2035,ECO2,Gas,,,,ECO2,0.030223211,1
BAU,2035,ECO2,AgriPr,,,,ECO2,0.822846203,1
BAU,2035,ECO2,FrsPr,,,,ECO2,0.102292805,1
BAU,2035,ECO2,AnimPr,,,,ECO2,0.06536083,1
BAU,2035,ECO2,FshPr,,,,ECO2,0.127062036,1
BAU,2035,ECO2,OthAgri,,,,ECO2,0.056529588,1
BAU,2035,ECO2,Mine,,,,ECO2,0.294533645,1
BAU,2035,ECO2,PapMfg,,,,ECO2,0.028585608,1
BAU,2035,ECO2,CheMfg,,,,ECO2,0.887649578,1
BAU,2035,ECO2,CMMfg,,,,ECO2,1.028144058,1
BAU,2035,ECO2,IST,,,,ECO2,0.004169587,1
BAU,2035,ECO2,NFM,,,,ECO2,0.086387326,1
BAU,2035,ECO2,MetalPr,,,,ECO2,0.484096973,1
BAU,2035,ECO2,GenEqp,,,,ECO2,0.396978568,1
BAU,2035,ECO2,TransEqp,,,,ECO2,0.169393669,1
BAU,2035,ECO2,ElecEqp,,,,ECO2,0.088352002,1
BAU,2035,ECO2,Biofuel,,,,ECO2,0.000869739,1
BAU,2035,ECO2,OthMfg,,,,ECO2,2.066737559,1
BAU,2035,ECO2,Constr,,,,ECO2,1.437575417,1
BAU,2035,ECO2,AirTran,,,,ECO2,1.404582072,1
BAU,2035,ECO2,OthTran,,,,ECO2,6.123000008,1
BAU,2035,ECO2,RD,,,,ECO2,0.599739119,1
BAU,2035,ECO2,Service,,,,ECO2,3.315133654,1
BAU,2035,ECO2,fd,,,,ECO2,1.472983358,1
BAU,2035,ECO2,Elec,,,,ECO2,0.168328131,1
BAU,2035,ECO2,Coal,,,,ECO2,0.012451592,1
BAU,2035,ECO2,Oilgas,,,,ECO2,0.018476936,1
BAU,2035,ECO2,Roil,,,,ECO2,0.046168786,1
BAU,2035,ECO2,Gas,,,,ECO2,0.590414618,1
BAU,2035,ECO2,AgriPr,,,,ECO2,0.000136853,1
BAU,2035,ECO2,FrsPr,,,,ECO2,0.000098899,1
BAU,2035,ECO2,AnimPr,,,,ECO2,0.000026253,1
BAU,2035,ECO2,FshPr,,,,ECO2,0.000399838,1
BAU,2035,ECO2,OthAgri,,,,ECO2,0.000294046,1
BAU,2035,ECO2,Mine,,,,ECO2,0.004477495,1
BAU,2035,ECO2,PapMfg,,,,ECO2,0.001833519,1
BAU,2035,ECO2,CheMfg,,,,ECO2,0.778827545,1
BAU,2035,ECO2,CMMfg,,,,ECO2,0.034457162,1
BAU,2035,ECO2,IST,,,,ECO2,0.000945935,1
BAU,2035,ECO2,NFM,,,,ECO2,0.004364639,1
BAU,2035,ECO2,MetalPr,,,,ECO2,0.079651004,1
BAU,2035,ECO2,GenEqp,,,,ECO2,0.07705964,1
BAU,2035,ECO2,TransEqp,,,,ECO2,0.008156978,1
BAU,2035,ECO2,ElecEqp,,,,ECO2,0.005161906,1
BAU,2035,ECO2,Biofuel,,,,ECO2,0.000000404,1
BAU,2035,ECO2,OthMfg,,,,ECO2,0.124054401,1
BAU,2035,ECO2,Constr,,,,ECO2,0.001414116,1
BAU,2035,ECO2,AirTran,,,,ECO2,0.001589022,1
BAU,2035,ECO2,OthTran,,,,ECO2,0.83502094,1
BAU,2035,ECO2,RD,,,,ECO2,0.005714153,1
BAU,2035,ECO2,Service,,,,ECO2,0.391033004,1
BAU,2035,ECO2,fd,,,,ECO2,1.7120651,1
BAU,2035,total employment,,,,Labor,total employment,2.38E+05,1
BAU,2035,aggregated wage,,,,Labor,aggregated wage,1.404435958,1
BAU,2035,GDP,,,,,GDP,1.49E+06,1
BAU,2035,TFP,,,,,TFP,3.071523756,1
BAU,2035,Welfare,,,,,Welfare,1.47E+06,1
BAU,2035,clim0,,,,,clim0,1,1
BAU,2035,tclim,,,,,tclim,165.7891859,1
BAU,2035,pco2,,,,,carbon price,0.00001,1
BAU,2040,output,Elec,,,,output,1.47E+05,1
BAU,2040,Sectoral price,Elec,,,,Sectoral price,0.507697059,1
BAU,2040,employment,Elec,,,Labor,employment,0,1
BAU,2040,Sectoral wage,Elec,,,Labor,Sectoral wage,0.537728546,1
BAU,2040,aggregated wage,Elec,,,Labor,Sectoral wage,1,1
BAU,2040,output,Coal,,,,output,91467.16548,1
BAU,2040,Sectoral price,Coal,,,,Sectoral price,0.725305078,1
BAU,2040,employment,Coal,,,Labor,employment,10029.18977,1
BAU,2040,Sectoral wage,Coal,,,Labor,Sectoral wage,0.561476272,1
BAU,2040,aggregated wage,Coal,,,Labor,Sectoral wage,0.561476272,1
BAU,2040,output,Oilgas,,,,output,68158.45442,1
BAU,2040,Sectoral price,Oilgas,,,,Sectoral price,3.45227748,1
BAU,2040,employment,Oilgas,,,Labor,employment,7674.294383,1
BAU,2040,Sectoral wage,Oilgas,,,Labor,Sectoral wage,1.790854918,1
BAU,2040,aggregated wage,Oilgas,,,Labor,Sectoral wage,1.790854918,1
BAU,2040,output,Roil,,,,output,1.26E+05,1
BAU,2040,Sectoral price,Roil,,,,Sectoral price,2.63306916,1
BAU,2040,employment,Roil,,,Labor,employment,1551.183804,1
BAU,2040,Sectoral wage,Roil,,,Labor,Sectoral wage,0.47956045,1
BAU,2040,aggregated wage,Roil,,,Labor,Sectoral wage,0.47956045,1
BAU,2040,output,Gas,,,,output,15535.4841,1
BAU,2040,Sectoral price,Gas,,,,Sectoral price,1.253923391,1
BAU,2040,employment,Gas,,,Labor,employment,418.7374192,1
BAU,2040,Sectoral wage,Gas,,,Labor,Sectoral wage,0.615586103,1
BAU,2040,aggregated wage,Gas,,,Labor,Sectoral wage,0.615586103,1
BAU,2040,output,AgriPr,,,,output,2.52E+05,1
BAU,2040,Sectoral price,AgriPr,,,,Sectoral price,1.352753924,1
BAU,2040,employment,AgriPr,,,Labor,employment,1.11E+05,1
BAU,2040,Sectoral wage,AgriPr,,,Labor,Sectoral wage,1.276777338,1
BAU,2040,aggregated wage,AgriPr,,,Labor,Sectoral wage,1.276777338,1
BAU,2040,output,FrsPr,,,,output,23631.95517,1
BAU,2040,Sectoral price,FrsPr,,,,Sectoral price,2.464456142,1
BAU,2040,employment,FrsPr,,,Labor,employment,12230.73081,1
BAU,2040,Sectoral wage,FrsPr,,,Labor,Sectoral wage,1.880237542,1
BAU,2040,aggregated wage,FrsPr,,,Labor,Sectoral wage,1.880237542,1
BAU,2040,output,AnimPr,,,,output,1.23E+05,1
BAU,2040,Sectoral price,AnimPr,,,,Sectoral price,1.132659084,1
BAU,2040,employment,AnimPr,,,Labor,employment,42223.98875,1
BAU,2040,Sectoral wage,AnimPr,,,Labor,Sectoral wage,1.14149479,1
BAU,2040,aggregated wage,AnimPr,,,Labor,Sectoral wage,1.14149479,1
BAU,2040,output,FshPr,,,,output,42454.81854,1
BAU,2040,Sectoral price,FshPr,,,,Sectoral price,1.152557177,1
BAU,2040,employment,FshPr,,,Labor,employment,17702.59017,1
BAU,2040,Sectoral wage,FshPr,,,Labor,Sectoral wage,1.191282205,1
BAU,2040,aggregated wage,FshPr,,,Labor,Sectoral wage,1.191282205,1
BAU,2040,output,OthAgri,,,,output,18787.94873,1
BAU,2040,Sectoral price,OthAgri,,,,Sectoral price,1.16017137,1
BAU,2040,employment,OthAgri,,,Labor,employment,5182.629279,1
BAU,2040,Sectoral wage,OthAgri,,,Labor,Sectoral wage,1.250992451,1
BAU,2040,aggregated wage,OthAgri,,,Labor,Sectoral wage,1.250992451,1
BAU,2040,output,Mine,,,,output,1.82E+05,1
BAU,2040,Sectoral price,Mine,,,,Sectoral price,1.220118879,1
BAU,2040,employment,Mine,,,Labor,employment,7472.73813,1
BAU,2040,Sectoral wage,Mine,,,Labor,Sectoral wage,0.800499754,1
BAU,2040,aggregated wage,Mine,,,Labor,Sectoral wage,0.800499754,1
BAU,2040,output,PapMfg,,,,output,68907.37059,1
BAU,2040,Sectoral price,PapMfg,,,,Sectoral price,1.137769027,1
BAU,2040,employment,PapMfg,,,Labor,employment,4165.877657,1
BAU,2040,Sectoral wage,PapMfg,,,Labor,Sectoral wage,1.342268851,1
BAU,2040,aggregated wage,PapMfg,,,Labor,Sectoral wage,1.342268851,1
BAU,2040,output,CheMfg,,,,output,1.65E+05,1
BAU,2040,Sectoral price,CheMfg,,,,Sectoral price,1.254578433,1
BAU,2040,employment,CheMfg,,,Labor,employment,5544.503745,1
BAU,2040,Sectoral wage,CheMfg,,,Labor,Sectoral wage,1.506939687,1
BAU,2040,aggregated wage,CheMfg,,,Labor,Sectoral wage,1.506939687,1
BAU,2040,output,CMMfg,,,,output,1.95E+05,1
BAU,2040,Sectoral price,CMMfg,,,,Sectoral price,0.933379693,1
BAU,2040,employment,CMMfg,,,Labor,employment,13008.13852,1
BAU,2040,Sectoral wage,CMMfg,,,Labor,Sectoral wage,1.306226668,1
BAU,2040,aggregated wage,CMMfg,,,Labor,Sectoral wage,1.306226668,1
BAU,2040,output,IST,,,,output,1.07E+05,1
BAU,2040,Sectoral price,IST,,,,Sectoral price,0.739814346,1
BAU,2040,employment,IST,,,Labor,employment,1240.743559,1
BAU,2040,Sectoral wage,IST,,,Labor,Sectoral wage,0.433377655,1
BAU,2040,aggregated wage,IST,,,Labor,Sectoral wage,0.433377655,1
BAU,2040,output,NFM,,,,output,1.93E+05,1
BAU,2040,Sectoral price,NFM,,,,Sectoral price,1.148941283,1
BAU,2040,employment,NFM,,,Labor,employment,1797.520577,1
BAU,2040,Sectoral wage,NFM,,,Labor,Sectoral wage,0.500701087,1
BAU,2040,aggregated wage,NFM,,,Labor,Sectoral wage,0.500701087,1
BAU,2040,output,MetalPr,,,,output,6.55E+05,1
BAU,2040,Sectoral price,MetalPr,,,,Sectoral price,0.926801961,1
BAU,2040,employment,MetalPr,,,Labor,employment,23943.25703,1
BAU,2040,Sectoral wage,MetalPr,,,Labor,Sectoral wage,1.239789302,1
BAU,2040,aggregated wage,MetalPr,,,Labor,Sectoral wage,1.239789302,1
BAU,2040,output,GenEqp,,,,output,7.73E+05,1
BAU,2040,Sectoral price,GenEqp,,,,Sectoral price,1.077328227,1
BAU,2040,employment,GenEqp,,,Labor,employment,32256.97665,1
BAU,2040,Sectoral wage,GenEqp,,,Labor,Sectoral wage,1.064763113,1
BAU,2040,aggregated wage,GenEqp,,,Labor,Sectoral wage,1.064763113,1
BAU,2040,output,TransEqp,,,,output,3.97E+05,1
BAU,2040,Sectoral price,TransEqp,,,,Sectoral price,1.071835485,1
BAU,2040,employment,TransEqp,,,Labor,employment,18322.42454,1
BAU,2040,Sectoral wage,TransEqp,,,Labor,Sectoral wage,1.123802035,1
BAU,2040,aggregated wage,TransEqp,,,Labor,Sectoral wage,1.123802035,1
BAU,2040,output,ElecEqp,,,,output,3.14E+05,1
BAU,2040,Sectoral price,ElecEqp,,,,Sectoral price,1.725279767,1
BAU,2040,employment,ElecEqp,,,Labor,employment,16513.87407,1
BAU,2040,Sectoral wage,ElecEqp,,,Labor,Sectoral wage,0.99012472,1
BAU,2040,aggregated wage,ElecEqp,,,Labor,Sectoral wage,0.99012472,1
BAU,2040,output,Biofuel,,,,output,880.3275759,1
BAU,2040,Sectoral price,Biofuel,,,,Sectoral price,1.035123855,1
BAU,2040,employment,Biofuel,,,Labor,employment,59.2085223,1
BAU,2040,Sectoral wage,Biofuel,,,Labor,Sectoral wage,1.337562086,1
BAU,2040,aggregated wage,Biofuel,,,Labor,Sectoral wage,1.337562086,1
BAU,2040,output,OthMfg,,,,output,1.58E+06,1
BAU,2040,Sectoral price,OthMfg,,,,Sectoral price,1.110877973,1
BAU,2040,employment,OthMfg,,,Labor,employment,90522.69314,1
BAU,2040,Sectoral wage,OthMfg,,,Labor,Sectoral wage,1.212832295,1
BAU,2040,aggregated wage,OthMfg,,,Labor,Sectoral wage,1.212832295,1
BAU,2040,output,Constr,,,,output,7.47E+05,1
BAU,2040,Sectoral price,Constr,,,,Sectoral price,0.991845387,1
BAU,2040,employment,Constr,,,Labor,employment,86597.13404,1
BAU,2040,Sectoral wage,Constr,,,Labor,Sectoral wage,1.359385339,1
BAU,2040,aggregated wage,Constr,,,Labor,Sectoral wage,1.359385339,1
BAU,2040,output,AirTran,,,,output,32679.77311,1
BAU,2040,Sectoral price,AirTran,,,,Sectoral price,2.285212749,1
BAU,2040,employment,AirTran,,,Labor,employment,2792.657287,1
BAU,2040,Sectoral wage,AirTran,,,Labor,Sectoral wage,1.826302115,1
BAU,2040,aggregated wage,AirTran,,,Labor,Sectoral wage,1.826302115,1
BAU,2040,output,OthTran,,,,output,2.68E+05,1
BAU,2040,Sectoral price,OthTran,,,,Sectoral price,0.999398687,1
BAU,2040,employment,OthTran,,,Labor,employment,32496.55031,1
BAU,2040,Sectoral wage,OthTran,,,Labor,Sectoral wage,1.217483866,1
BAU,2040,aggregated wage,OthTran,,,Labor,Sectoral wage,1.217483866,1
BAU,2040,output,RD,,,,output,1.41E+05,1
BAU,2040,Sectoral price,RD,,,,Sectoral price,1.00612872,1
BAU,2040,employment,RD,,,Labor,employment,17793.28751,1
BAU,2040,Sectoral wage,RD,,,Labor,Sectoral wage,1.269779488,1
BAU,2040,aggregated wage,RD,,,Labor,Sectoral wage,1.269779488,1
BAU,2040,output,Service,,,,output,2.03E+06,1
BAU,2040,Sectoral price,Service,,,,Sectoral price,0.880691722,1
BAU,2040,employment,Service,,,Labor,employment,3.57E+05,1
BAU,2040,Sectoral wage,Service,,,Labor,Sectoral wage,1.345738757,1
BAU,2040,aggregated wage,Service,,,Labor,Sectoral wage,1.345738757,1
BAU,2040,elec_output,,,T_D,,elec_output,10995.09643,1
BAU,2040,elec_price,,,T_D,,elec_price,1.75509222,1
BAU,2040,elec_tax,,,T_D,,elec_tax,0.048069152,1
BAU,2040,employment,,,T_D,Labor,employment,3169.793503,1
BAU,2040,elec_output,,,Coal_Power,,elec_output,7767.013053,1
BAU,2040,elec_price,,,Coal_Power,,elec_price,2.945134258,1
BAU,2040,elec_tax,,,Coal_Power,,elec_tax,0.057431269,1
BAU,2040,employment,,,Coal_Power,Labor,employment,147.831018,1
BAU,2040,elec_output,,,Gas_Power,,elec_output,123.0277955,1
BAU,2040,elec_price,,,Gas_Power,,elec_price,4.428685215,1
BAU,2040,elec_tax,,,Gas_Power,,elec_tax,0.05772277,1
BAU,2040,employment,,,Gas_Power,Labor,employment,5.614593091,1
BAU,2040,elec_output,,,Oil_Power,,elec_output,2.437117675,1
BAU,2040,elec_price,,,Oil_Power,,elec_price,54.26949687,1
BAU,2040,elec_tax,,,Oil_Power,,elec_tax,0.00866825,1
BAU,2040,employment,,,Oil_Power,Labor,employment,5.701635634,1
BAU,2040,elec_output,,,Nuclear,,elec_output,136.8674456,1
BAU,2040,elec_price,,,Nuclear,,elec_price,8.77549876,1
BAU,2040,elec_tax,,,Nuclear,,elec_tax,0.012147132,1
BAU,2040,employment,,,Nuclear,Labor,employment,162.9736622,1
BAU,2040,elec_output,,,Hydro,,elec_output,2554.765487,1
BAU,2040,elec_price,,,Hydro,,elec_price,3.028317488,1
BAU,2040,elec_tax,,,Hydro,,elec_tax,0.04407789,1
BAU,2040,employment,,,Hydro,Labor,employment,1553.510552,1
BAU,2040,elec_output,,,Wind,,elec_output,312.7722072,1
BAU,2040,elec_price,,,Wind,,elec_price,8.739842114,1
BAU,2040,elec_tax,,,Wind,,elec_tax,-0.043772675,1
BAU,2040,employment,,,Wind,Labor,employment,412.759843,1
BAU,2040,elec_output,,,Solar,,elec_output,15.510381,1
BAU,2040,elec_price,,,Solar,,elec_price,7.000431472,1
BAU,2040,elec_tax,,,Solar,,elec_tax,-0.198516937,1
BAU,2040,employment,,,Solar,Labor,employment,4.829992075,1
BAU,2040,elec_output,,,Biomass,,elec_output,56.17220009,1
BAU,2040,elec_price,,,Biomass,,elec_price,11.22219911,1
BAU,2040,elec_tax,,,Biomass,,elec_tax,-0.136079567,1
BAU,2040,employment,,,Biomass,Labor,employment,89.88475747,1
BAU,2040,ECO2,Elec,,,,ECO2,37.65044136,1
BAU,2040,ECO2,Coal,,,,ECO2,9.364772569,1
BAU,2040,ECO2,Oilgas,,,,ECO2,0.120724799,1
BAU,2040,ECO2,Roil,,,,ECO2,0.785362585,1
BAU,2040,ECO2,Gas,,,,ECO2,1.498777681,1
BAU,2040,ECO2,AgriPr,,,,ECO2,0.011693918,1
BAU,2040,ECO2,FrsPr,,,,ECO2,0.011680863,1
BAU,2040,ECO2,AnimPr,,,,ECO2,0.005363788,1
BAU,2040,ECO2,FshPr,,,,ECO2,0.008304384,1
BAU,2040,ECO2,OthAgri,,,,ECO2,0.005651755,1
BAU,2040,ECO2,Mine,,,,ECO2,1.222108662,1
BAU,2040,ECO2,PapMfg,,,,ECO2,1.95928716,1
BAU,2040,ECO2,CheMfg,,,,ECO2,11.57813675,1
BAU,2040,ECO2,CMMfg,,,,ECO2,15.50494398,1
BAU,2040,ECO2,IST,,,,ECO2,3.054488961,1
BAU,2040,ECO2,NFM,,,,ECO2,1.067178604,1
BAU,2040,ECO2,MetalPr,,,,ECO2,35.64889775,1
BAU,2040,ECO2,GenEqp,,,,ECO2,1.078381083,1
BAU,2040,ECO2,TransEqp,,,,ECO2,0.217310324,1
BAU,2040,ECO2,ElecEqp,,,,ECO2,0,1
BAU,2040,ECO2,Biofuel,,,,ECO2,0.00826621,1
BAU,2040,ECO2,OthMfg,,,,ECO2,13.11562658,1
BAU,2040,ECO2,Constr,,,,ECO2,1.135236704,1
BAU,2040,ECO2,AirTran,,,,ECO2,0.029580828,1
BAU,2040,ECO2,OthTran,,,,ECO2,0.378630024,1
BAU,2040,ECO2,RD,,,,ECO2,0.095543032,1
BAU,2040,ECO2,Service,,,,ECO2,1.170489578,1
BAU,2040,ECO2,fd,,,,ECO2,1.406636619,1
BAU,2040,ECO2,Elec,,,,ECO2,0.015068148,1
BAU,2040,ECO2,Coal,,,,ECO2,0.019496788,1
BAU,2040,ECO2,Oilgas,,,,ECO2,0.408874799,1
BAU,2040,ECO2,Roil,,,,ECO2,0.2753548,1
BAU,2040,ECO2,Gas,,,,ECO2,0.025722842,1
BAU,2040,ECO2,AgriPr,,,,ECO2,1.01458059,1
BAU,2040,ECO2,FrsPr,,,,ECO2,0.133883306,1
BAU,2040,ECO2,AnimPr,,,,ECO2,0.08083773,1
BAU,2040,ECO2,FshPr,,,,ECO2,0.155689181,1
BAU,2040,ECO2,OthAgri,,,,ECO2,0.068793631,1
BAU,2040,ECO2,Mine,,,,ECO2,0.268917419,1
BAU,2040,ECO2,PapMfg,,,,ECO2,0.03514386,1
BAU,2040,ECO2,CheMfg,,,,ECO2,1.125445903,1
BAU,2040,ECO2,CMMfg,,,,ECO2,1.247017109,1
BAU,2040,ECO2,IST,,,,ECO2,0.002790229,1
BAU,2040,ECO2,NFM,,,,ECO2,0.066978314,1
BAU,2040,ECO2,MetalPr,,,,ECO2,0.566300339,1
BAU,2040,ECO2,GenEqp,,,,ECO2,0.443062389,1
BAU,2040,ECO2,TransEqp,,,,ECO2,0.193467247,1
BAU,2040,ECO2,ElecEqp,,,,ECO2,0.106615306,1
BAU,2040,ECO2,Biofuel,,,,ECO2,0.001058688,1
BAU,2040,ECO2,OthMfg,,,,ECO2,2.490224341,1
BAU,2040,ECO2,Constr,,,,ECO2,1.751385272,1
BAU,2040,ECO2,AirTran,,,,ECO2,1.860673885,1
BAU,2040,ECO2,OthTran,,,,ECO2,7.241485876,1
BAU,2040,ECO2,RD,,,,ECO2,0.718093805,1
BAU,2040,ECO2,Service,,,,ECO2,4.070848594,1
BAU,2040,ECO2,fd,,,,ECO2,1.582842903,1
BAU,2040,ECO2,Elec,,,,ECO2,0.156481932,1
BAU,2040,ECO2,Coal,,,,ECO2,0.010598612,1
BAU,2040,ECO2,Oilgas,,,,ECO2,0.024660761,1
BAU,2040,ECO2,Roil,,,,ECO2,0.04741665,1
BAU,2040,ECO2,Gas,,,,ECO2,0.579890768,1
BAU,2040,ECO2,AgriPr,,,,ECO2,0.000168742,1
BAU,2040,ECO2,FrsPr,,,,ECO2,0.000129442,1
BAU,2040,ECO2,AnimPr,,,,ECO2,0.000032469,1
BAU,2040,ECO2,FshPr,,,,ECO2,0.000489921,1
BAU,2040,ECO2,OthAgri,,,,ECO2,0.000357839,1
BAU,2040,ECO2,Mine,,,,ECO2,0.004717695,1
BAU,2040,ECO2,PapMfg,,,,ECO2,0.002254174,1
BAU,2040,ECO2,CheMfg,,,,ECO2,0.987471059,1
BAU,2040,ECO2,CMMfg,,,,ECO2,0.041792461,1
BAU,2040,ECO2,IST,,,,ECO2,0.000730498,1
BAU,2040,ECO2,NFM,,,,ECO2,0.0039052,1
BAU,2040,ECO2,MetalPr,,,,ECO2,0.093176353,1
BAU,2040,ECO2,GenEqp,,,,ECO2,0.086005217,1
BAU,2040,ECO2,TransEqp,,,,ECO2,0.009316217,1
BAU,2040,ECO2,ElecEqp,,,,ECO2,0.006228927,1
BAU,2040,ECO2,Biofuel,,,,ECO2,0.000000492,1
BAU,2040,ECO2,OthMfg,,,,ECO2,0.149473883,1
BAU,2040,ECO2,Constr,,,,ECO2,0.001722804,1
BAU,2040,ECO2,AirTran,,,,ECO2,0.002105005,1
BAU,2040,ECO2,OthTran,,,,ECO2,0.987553868,1
BAU,2040,ECO2,RD,,,,ECO2,0.006841805,1
BAU,2040,ECO2,Service,,,,ECO2,0.480172541,1
BAU,2040,ECO2,fd,,,,ECO2,1.948249378,1
BAU,2040,total employment,,,,Labor,total employment,2.39E+05,1
BAU,2040,aggregated wage,,,,Labor,aggregated wage,1.256147795,1
BAU,2040,GDP,,,,,GDP,1.85E+06,1
BAU,2040,TFP,,,,,TFP,3.920129138,1
BAU,2040,Welfare,,,,,Welfare,1.84E+06,1
BAU,2040,clim0,,,,,clim0,1,1
BAU,2040,tclim,,,,,tclim,194.8428389,1
BAU,2040,pco2,,,,,carbon price,0.00001,1
BAU,2045,output,Elec,,,,output,1.47E+05,1
BAU,2045,Sectoral price,Elec,,,,Sectoral price,0.511502914,1
BAU,2045,employment,Elec,,,Labor,employment,0,1
BAU,2045,Sectoral wage,Elec,,,Labor,Sectoral wage,0.437642616,1
BAU,2045,aggregated wage,Elec,,,Labor,Sectoral wage,1,1
BAU,2045,output,Coal,,,,output,91467.16548,1
BAU,2045,Sectoral price,Coal,,,,Sectoral price,0.716675283,1
BAU,2045,employment,Coal,,,Labor,employment,12085.94924,1
BAU,2045,Sectoral wage,Coal,,,Labor,Sectoral wage,0.453079619,1
BAU,2045,aggregated wage,Coal,,,Labor,Sectoral wage,0.453079619,1
BAU,2045,output,Oilgas,,,,output,68158.45442,1
BAU,2045,Sectoral price,Oilgas,,,,Sectoral price,4.879708496,1
BAU,2045,employment,Oilgas,,,Labor,employment,10628.73046,1
BAU,2045,Sectoral wage,Oilgas,,,Labor,Sectoral wage,1.660854341,1
BAU,2045,aggregated wage,Oilgas,,,Labor,Sectoral wage,1.660854341,1
BAU,2045,output,Roil,,,,output,1.26E+05,1
BAU,2045,Sectoral price,Roil,,,,Sectoral price,3.68038783,1
BAU,2045,employment,Roil,,,Labor,employment,2006.694784,1
BAU,2045,Sectoral wage,Roil,,,Labor,Sectoral wage,0.415422124,1
BAU,2045,aggregated wage,Roil,,,Labor,Sectoral wage,0.415422124,1
BAU,2045,output,Gas,,,,output,15535.4841,1
BAU,2045,Sectoral price,Gas,,,,Sectoral price,1.544556839,1
BAU,2045,employment,Gas,,,Labor,employment,541.8869792,1
BAU,2045,Sectoral wage,Gas,,,Labor,Sectoral wage,0.533438005,1
BAU,2045,aggregated wage,Gas,,,Labor,Sectoral wage,0.533438005,1
BAU,2045,output,AgriPr,,,,output,2.52E+05,1
BAU,2045,Sectoral price,AgriPr,,,,Sectoral price,1.287139512,1
BAU,2045,employment,AgriPr,,,Labor,employment,1.42E+05,1
BAU,2045,Sectoral wage,AgriPr,,,Labor,Sectoral wage,1.098972211,1
BAU,2045,aggregated wage,AgriPr,,,Labor,Sectoral wage,1.098972211,1
BAU,2045,output,FrsPr,,,,output,23631.95517,1
BAU,2045,Sectoral price,FrsPr,,,,Sectoral price,2.497433161,1
BAU,2045,employment,FrsPr,,,Labor,employment,16547.7422,1
BAU,2045,Sectoral wage,FrsPr,,,Labor,Sectoral wage,1.703441648,1
BAU,2045,aggregated wage,FrsPr,,,Labor,Sectoral wage,1.703441648,1
BAU,2045,output,AnimPr,,,,output,1.23E+05,1
BAU,2045,Sectoral price,AnimPr,,,,Sectoral price,1.065487627,1
BAU,2045,employment,AnimPr,,,Labor,employment,55115.20655,1
BAU,2045,Sectoral wage,AnimPr,,,Labor,Sectoral wage,0.997732958,1
BAU,2045,aggregated wage,AnimPr,,,Labor,Sectoral wage,0.997732958,1
BAU,2045,output,FshPr,,,,output,42454.81854,1
BAU,2045,Sectoral price,FshPr,,,,Sectoral price,1.067021788,1
BAU,2045,employment,FshPr,,,Labor,employment,22782.00852,1
BAU,2045,Sectoral wage,FshPr,,,Labor,Sectoral wage,1.026592418,1
BAU,2045,aggregated wage,FshPr,,,Labor,Sectoral wage,1.026592418,1
BAU,2045,output,OthAgri,,,,output,18787.94873,1
BAU,2045,Sectoral price,OthAgri,,,,Sectoral price,1.096084919,1
BAU,2045,employment,OthAgri,,,Labor,employment,6564.408688,1
BAU,2045,Sectoral wage,OthAgri,,,Labor,Sectoral wage,1.061031699,1
BAU,2045,aggregated wage,OthAgri,,,Labor,Sectoral wage,1.061031699,1
BAU,2045,output,Mine,,,,output,1.82E+05,1
BAU,2045,Sectoral price,Mine,,,,Sectoral price,1.395711232,1
BAU,2045,employment,Mine,,,Labor,employment,9903.192164,1
BAU,2045,Sectoral wage,Mine,,,Labor,Sectoral wage,0.710370386,1
BAU,2045,aggregated wage,Mine,,,Labor,Sectoral wage,0.710370386,1
BAU,2045,output,PapMfg,,,,output,68907.37059,1
BAU,2045,Sectoral price,PapMfg,,,,Sectoral price,1.166489746,1
BAU,2045,employment,PapMfg,,,Labor,employment,5331.960209,1
BAU,2045,Sectoral wage,PapMfg,,,Labor,Sectoral wage,1.15039796,1
BAU,2045,aggregated wage,PapMfg,,,Labor,Sectoral wage,1.15039796,1
BAU,2045,output,CheMfg,,,,output,1.65E+05,1
BAU,2045,Sectoral price,CheMfg,,,,Sectoral price,1.489796088,1
BAU,2045,employment,CheMfg,,,Labor,employment,7307.802985,1
