Scenario,year,variable,sector,sector2,subsector,labor,qualifier,value,solvestat
BAU,2045,Sectoral wage,CheMfg,,,Labor,Sectoral wage,1.329989532,1
BAU,2045,aggregated wage,CheMfg,,,Labor,Sectoral wage,1.329989532,1
BAU,2045,output,CMMfg,,,,output,1.95E+05,1
BAU,2045,Sectoral price,CMMfg,,,,Sectoral price,0.971558374,1
BAU,2045,employment,CMMfg,,,Labor,employment,16247.65844,1
BAU,2045,Sectoral wage,CMMfg,,,Labor,Sectoral wage,1.092502342,1
BAU,2045,aggregated wage,CMMfg,,,Labor,Sectoral wage,1.092502342,1
BAU,2045,output,IST,,,,output,1.07E+05,1
BAU,2045,Sectoral price,IST,,,,Sectoral price,0.784337734,1
BAU,2045,employment,IST,,,Labor,employment,1458.483329,1
BAU,2045,Sectoral wage,IST,,,Labor,Sectoral wage,0.341125478,1
BAU,2045,aggregated wage,IST,,,Labor,Sectoral wage,0.341125478,1
BAU,2045,output,NFM,,,,output,1.93E+05,1
BAU,2045,Sectoral price,NFM,,,,Sectoral price,1.318327906,1
BAU,2045,employment,NFM,,,Labor,employment,2210.889217,1
BAU,2045,Sectoral wage,NFM,,,Labor,Sectoral wage,0.41238214,1
BAU,2045,aggregated wage,NFM,,,Labor,Sectoral wage,0.41238214,1
BAU,2045,output,MetalPr,,,,output,6.55E+05,1
BAU,2045,Sectoral price,MetalPr,,,,Sectoral price,0.981706177,1
BAU,2045,employment,MetalPr,,,Labor,employment,28812.80891,1
BAU,2045,Sectoral wage,MetalPr,,,Labor,Sectoral wage,0.999029836,1
BAU,2045,aggregated wage,MetalPr,,,Labor,Sectoral wage,0.999029836,1
BAU,2045,output,GenEqp,,,,output,7.73E+05,1
BAU,2045,Sectoral price,GenEqp,,,,Sectoral price,1.137862669,1
BAU,2045,employment,GenEqp,,,Labor,employment,36542.57269,1
BAU,2045,Sectoral wage,GenEqp,,,Labor,Sectoral wage,0.807712232,1
BAU,2045,aggregated wage,GenEqp,,,Labor,Sectoral wage,0.807712232,1
BAU,2045,output,TransEqp,,,,output,3.97E+05,1
BAU,2045,Sectoral price,TransEqp,,,,Sectoral price,1.106408731,1
BAU,2045,employment,TransEqp,,,Labor,employment,21287.00203,1
BAU,2045,Sectoral wage,TransEqp,,,Labor,Sectoral wage,0.874278054,1
BAU,2045,aggregated wage,TransEqp,,,Labor,Sectoral wage,0.874278054,1
BAU,2045,output,ElecEqp,,,,output,3.14E+05,1
BAU,2045,Sectoral price,ElecEqp,,,,Sectoral price,2.178401476,1
BAU,2045,employment,ElecEqp,,,Labor,employment,21430.78776,1
BAU,2045,Sectoral wage,ElecEqp,,,Labor,Sectoral wage,0.860413613,1
BAU,2045,aggregated wage,ElecEqp,,,Labor,Sectoral wage,0.860413613,1
BAU,2045,output,Biofuel,,,,output,880.3275759,1
BAU,2045,Sectoral price,Biofuel,,,,Sectoral price,1.022529716,1
BAU,2045,employment,Biofuel,,,Labor,employment,74.92315821,1
BAU,2045,Sectoral wage,Biofuel,,,Labor,Sectoral wage,1.133375985,1
BAU,2045,aggregated wage,Biofuel,,,Labor,Sectoral wage,1.133375985,1
BAU,2045,output,OthMfg,,,,output,1.58E+06,1
BAU,2045,Sectoral price,OthMfg,,,,Sectoral price,1.143117499,1
BAU,2045,employment,OthMfg,,,Labor,employment,1.13E+05,1
BAU,2045,Sectoral wage,OthMfg,,,Labor,Sectoral wage,1.017404275,1
BAU,2045,aggregated wage,OthMfg,,,Labor,Sectoral wage,1.017404275,1
BAU,2045,output,Constr,,,,output,7.47E+05,1
BAU,2045,Sectoral price,Constr,,,,Sectoral price,0.99186329,1
BAU,2045,employment,Constr,,,Labor,employment,1.08E+05,1
BAU,2045,Sectoral wage,Constr,,,Labor,Sectoral wage,1.139642445,1
BAU,2045,aggregated wage,Constr,,,Labor,Sectoral wage,1.139642445,1
BAU,2045,output,AirTran,,,,output,32679.77311,1
BAU,2045,Sectoral price,AirTran,,,,Sectoral price,2.981881394,1
BAU,2045,employment,AirTran,,,Labor,employment,3876.679475,1
BAU,2045,Sectoral wage,AirTran,,,Labor,Sectoral wage,1.69763014,1
BAU,2045,aggregated wage,AirTran,,,Labor,Sectoral wage,1.69763014,1
BAU,2045,output,OthTran,,,,output,2.68E+05,1
BAU,2045,Sectoral price,OthTran,,,,Sectoral price,1.069938134,1
BAU,2045,employment,OthTran,,,Labor,employment,39724.41591,1
BAU,2045,Sectoral wage,OthTran,,,Labor,Sectoral wage,0.996578875,1
BAU,2045,aggregated wage,OthTran,,,Labor,Sectoral wage,0.996578875,1
BAU,2045,output,RD,,,,output,1.41E+05,1
BAU,2045,Sectoral price,RD,,,,Sectoral price,1.027122916,1
BAU,2045,employment,RD,,,Labor,employment,21924.26325,1
BAU,2045,Sectoral wage,RD,,,Labor,Sectoral wage,1.047671963,1
BAU,2045,aggregated wage,RD,,,Labor,Sectoral wage,1.047671963,1
BAU,2045,output,Service,,,,output,2.03E+06,1
BAU,2045,Sectoral price,Service,,,,Sectoral price,0.847229336,1
BAU,2045,employment,Service,,,Labor,employment,4.59E+05,1
BAU,2045,Sectoral wage,Service,,,Labor,Sectoral wage,1.157495975,1
BAU,2045,aggregated wage,Service,,,Labor,Sectoral wage,1.157495975,1
BAU,2045,elec_output,,,T_D,,elec_output,12710.37667,1
BAU,2045,elec_price,,,T_D,,elec_price,1.933392005,1
BAU,2045,elec_tax,,,T_D,,elec_tax,0.048069152,1
BAU,2045,employment,,,T_D,Labor,employment,3664.294319,1
BAU,2045,elec_output,,,Coal_Power,,elec_output,8980.029839,1
BAU,2045,elec_price,,,Coal_Power,,elec_price,2.817936073,1
BAU,2045,elec_tax,,,Coal_Power,,elec_tax,0.057431269,1
BAU,2045,employment,,,Coal_Power,Labor,employment,145.9069097,1
BAU,2045,elec_output,,,Gas_Power,,elec_output,114.4999264,1
BAU,2045,elec_price,,,Gas_Power,,elec_price,4.896833875,1
BAU,2045,elec_tax,,,Gas_Power,,elec_tax,0.05772277,1
BAU,2045,employment,,,Gas_Power,Labor,employment,4.723603748,1
BAU,2045,elec_output,,,Oil_Power,,elec_output,1.875625207,1
BAU,2045,elec_price,,,Oil_Power,,elec_price,68.11110979,1
BAU,2045,elec_tax,,,Oil_Power,,elec_tax,0.00866825,1
BAU,2045,employment,,,Oil_Power,Labor,employment,4.256877919,1
BAU,2045,elec_output,,,Nuclear,,elec_output,146.3218667,1
BAU,2045,elec_price,,,Nuclear,,elec_price,8.846557351,1
BAU,2045,elec_tax,,,Nuclear,,elec_tax,0.012147132,1
BAU,2045,employment,,,Nuclear,Labor,employment,215.4347003,1
BAU,2045,elec_output,,,Hydro,,elec_output,3002.211243,1
BAU,2045,elec_price,,,Hydro,,elec_price,2.866265849,1
BAU,2045,elec_tax,,,Hydro,,elec_tax,0.04407789,1
BAU,2045,employment,,,Hydro,Labor,employment,2049.119939,1
BAU,2045,elec_output,,,Wind,,elec_output,379.6929978,1
BAU,2045,elec_price,,,Wind,,elec_price,8.094856744,1
BAU,2045,elec_tax,,,Wind,,elec_tax,-0.043772675,1
BAU,2045,employment,,,Wind,Labor,employment,542.9113583,1
BAU,2045,elec_output,,,Solar,,elec_output,17.72284747,1
BAU,2045,elec_price,,,Solar,,elec_price,6.75086342,1
BAU,2045,elec_tax,,,Solar,,elec_tax,-0.198516937,1
BAU,2045,employment,,,Solar,Labor,employment,5.487159822,1
BAU,2045,elec_output,,,Biomass,,elec_output,64.17918115,1
BAU,2045,elec_price,,,Biomass,,elec_price,10.82275965,1
BAU,2045,elec_tax,,,Biomass,,elec_tax,-0.136079567,1
BAU,2045,employment,,,Biomass,Labor,employment,117.0003414,1
BAU,2045,ECO2,Elec,,,,ECO2,41.30598888,1
BAU,2045,ECO2,Coal,,,,ECO2,9.246960384,1
BAU,2045,ECO2,Oilgas,,,,ECO2,0.159086219,1
BAU,2045,ECO2,Roil,,,,ECO2,0.9714864,1
BAU,2045,ECO2,Gas,,,,ECO2,1.785686123,1
BAU,2045,ECO2,AgriPr,,,,ECO2,0.014301992,1
BAU,2045,ECO2,FrsPr,,,,ECO2,0.015036764,1
BAU,2045,ECO2,AnimPr,,,,ECO2,0.006661575,1
BAU,2045,ECO2,FshPr,,,,ECO2,0.010168474,1
BAU,2045,ECO2,OthAgri,,,,ECO2,0.006811173,1
BAU,2045,ECO2,Mine,,,,ECO2,1.462299309,1
BAU,2045,ECO2,PapMfg,,,,ECO2,2.386006438,1
BAU,2045,ECO2,CheMfg,,,,ECO2,14.51964359,1
BAU,2045,ECO2,CMMfg,,,,ECO2,18.42633494,1
BAU,2045,ECO2,IST,,,,ECO2,2.718208635,1
BAU,2045,ECO2,NFM,,,,ECO2,1.094452448,1
BAU,2045,ECO2,MetalPr,,,,ECO2,40.81704949,1
BAU,2045,ECO2,GenEqp,,,,ECO2,1.162360523,1
BAU,2045,ECO2,TransEqp,,,,ECO2,0.240217725,1
BAU,2045,ECO2,ElecEqp,,,,ECO2,0,1
BAU,2045,ECO2,Biofuel,,,,ECO2,0.009952483,1
BAU,2045,ECO2,OthMfg,,,,ECO2,15.63316018,1
BAU,2045,ECO2,Constr,,,,ECO2,1.352313506,1
BAU,2045,ECO2,AirTran,,,,ECO2,0.039070206,1
BAU,2045,ECO2,OthTran,,,,ECO2,0.440380864,1
BAU,2045,ECO2,RD,,,,ECO2,0.112011074,1
BAU,2045,ECO2,Service,,,,ECO2,1.430511023,1
BAU,2045,ECO2,fd,,,,ECO2,1.706887225,1
BAU,2045,ECO2,Elec,,,,ECO2,0.010990135,1
BAU,2045,ECO2,Coal,,,,ECO2,0.013609282,1
BAU,2045,ECO2,Oilgas,,,,ECO2,0.538798544,1
BAU,2045,ECO2,Roil,,,,ECO2,0.240785072,1
BAU,2045,ECO2,Gas,,,,ECO2,0.021664928,1
BAU,2045,ECO2,AgriPr,,,,ECO2,1.240860679,1
BAU,2045,ECO2,FrsPr,,,,ECO2,0.172347861,1
BAU,2045,ECO2,AnimPr,,,,ECO2,0.100396697,1
BAU,2045,ECO2,FshPr,,,,ECO2,0.190636809,1
BAU,2045,ECO2,OthAgri,,,,ECO2,0.082906166,1
BAU,2045,ECO2,Mine,,,,ECO2,0.227465626,1
BAU,2045,ECO2,PapMfg,,,,ECO2,0.042797951,1
BAU,2045,ECO2,CheMfg,,,,ECO2,1.411373326,1
BAU,2045,ECO2,CMMfg,,,,ECO2,1.481976001,1
BAU,2045,ECO2,IST,,,,ECO2,0.001755313,1
BAU,2045,ECO2,NFM,,,,ECO2,0.048558403,1
BAU,2045,ECO2,MetalPr,,,,ECO2,0.648398982,1
BAU,2045,ECO2,GenEqp,,,,ECO2,0.477566084,1
BAU,2045,ECO2,TransEqp,,,,ECO2,0.21386127,1
BAU,2045,ECO2,ElecEqp,,,,ECO2,0.131644238,1
BAU,2045,ECO2,Biofuel,,,,ECO2,0.001274656,1
BAU,2045,ECO2,OthMfg,,,,ECO2,2.968220824,1
BAU,2045,ECO2,Constr,,,,ECO2,2.086280291,1
BAU,2045,ECO2,AirTran,,,,ECO2,2.457568579,1
BAU,2045,ECO2,OthTran,,,,ECO2,8.422501122,1
BAU,2045,ECO2,RD,,,,ECO2,0.841866298,1
BAU,2045,ECO2,Service,,,,ECO2,4.975177804,1
BAU,2045,ECO2,fd,,,,ECO2,1.671894535,1
BAU,2045,ECO2,Elec,,,,ECO2,0.138251154,1
BAU,2045,ECO2,Coal,,,,ECO2,0.008394978,1
BAU,2045,ECO2,Oilgas,,,,ECO2,0.032496945,1
BAU,2045,ECO2,Roil,,,,ECO2,0.047050713,1
BAU,2045,ECO2,Gas,,,,ECO2,0.554220927,1
BAU,2045,ECO2,AgriPr,,,,ECO2,0.000206376,1
BAU,2045,ECO2,FrsPr,,,,ECO2,0.00016663,1
BAU,2045,ECO2,AnimPr,,,,ECO2,0.000040325,1
BAU,2045,ECO2,FshPr,,,,ECO2,0.000599894,1
BAU,2045,ECO2,OthAgri,,,,ECO2,0.000431248,1
BAU,2045,ECO2,Mine,,,,ECO2,0.004528196,1
BAU,2045,ECO2,PapMfg,,,,ECO2,0.002745117,1
BAU,2045,ECO2,CheMfg,,,,ECO2,1.238345007,1
BAU,2045,ECO2,CMMfg,,,,ECO2,0.04966686,1
BAU,2045,ECO2,IST,,,,ECO2,0.000521473,1
BAU,2045,ECO2,NFM,,,,ECO2,0.003212713,1
BAU,2045,ECO2,MetalPr,,,,ECO2,0.106684472,1
BAU,2045,ECO2,GenEqp,,,,ECO2,0.092702915,1
BAU,2045,ECO2,TransEqp,,,,ECO2,0.01029827,1
BAU,2045,ECO2,ElecEqp,,,,ECO2,0.007691225,1
BAU,2045,ECO2,Biofuel,,,,ECO2,0.000000592,1
BAU,2045,ECO2,OthMfg,,,,ECO2,0.17816527,1
BAU,2045,ECO2,Constr,,,,ECO2,0.002052234,1
BAU,2045,ECO2,AirTran,,,,ECO2,0.00278028,1
BAU,2045,ECO2,OthTran,,,,ECO2,1.148614209,1
BAU,2045,ECO2,RD,,,,ECO2,0.008021076,1
BAU,2045,ECO2,Service,,,,ECO2,0.586841716,1
BAU,2045,ECO2,fd,,,,ECO2,2.164586687,1
BAU,2045,total employment,,,,Labor,total employment,2.38E+05,1
BAU,2045,aggregated wage,,,,Labor,aggregated wage,1.068710885,1
BAU,2045,GDP,,,,,GDP,2.27E+06,1
BAU,2045,TFP,,,,,TFP,5.003188542,1
BAU,2045,Welfare,,,,,Welfare,2.26E+06,1
BAU,2045,clim0,,,,,clim0,1,1
BAU,2045,tclim,,,,,tclim,225.5447937,1
BAU,2045,pco2,,,,,carbon price,0.00001,1
BAU,2050,output,Elec,,,,output,1.47E+05,1
BAU,2050,Sectoral price,Elec,,,,Sectoral price,0.503453999,1
BAU,2050,employment,Elec,,,Labor,employment,0,1
BAU,2050,Sectoral wage,Elec,,,Labor,Sectoral wage,0.358776913,1
BAU,2050,aggregated wage,Elec,,,Labor,Sectoral wage,1,1
BAU,2050,output,Coal,,,,output,91467.16548,1
BAU,2050,Sectoral price,Coal,,,,Sectoral price,0.700442264,1
BAU,2050,employment,Coal,,,Labor,employment,13179.31832,1
BAU,2050,Sectoral wage,Coal,,,Labor,Sectoral wage,0.361473272,1
BAU,2050,aggregated wage,Coal,,,Labor,Sectoral wage,0.361473272,1
BAU,2050,output,Oilgas,,,,output,68158.45442,1
BAU,2050,Sectoral price,Oilgas,,,,Sectoral price,6.100284652,1
BAU,2050,employment,Oilgas,,,Labor,employment,13042.75224,1
BAU,2050,Sectoral wage,Oilgas,,,Labor,Sectoral wage,1.491107236,1
BAU,2050,aggregated wage,Oilgas,,,Labor,Sectoral wage,1.491107236,1
BAU,2050,output,Roil,,,,output,1.26E+05,1
BAU,2050,Sectoral price,Roil,,,,Sectoral price,4.579202494,1
BAU,2050,employment,Roil,,,Labor,employment,2276.617575,1
BAU,2050,Sectoral wage,Roil,,,Labor,Sectoral wage,0.344816362,1
BAU,2050,aggregated wage,Roil,,,Labor,Sectoral wage,0.344816362,1
BAU,2050,output,Gas,,,,output,15535.4841,1
BAU,2050,Sectoral price,Gas,,,,Sectoral price,1.76617378,1
BAU,2050,employment,Gas,,,Labor,employment,627.8495192,1
BAU,2050,Sectoral wage,Gas,,,Labor,Sectoral wage,0.452189303,1
BAU,2050,aggregated wage,Gas,,,Labor,Sectoral wage,0.452189303,1
BAU,2050,output,AgriPr,,,,output,2.52E+05,1
BAU,2050,Sectoral price,AgriPr,,,,Sectoral price,1.230443753,1
BAU,2050,employment,AgriPr,,,Labor,employment,1.69E+05,1
BAU,2050,Sectoral wage,AgriPr,,,Labor,Sectoral wage,0.958384352,1
BAU,2050,aggregated wage,AgriPr,,,Labor,Sectoral wage,0.958384352,1
BAU,2050,output,FrsPr,,,,output,23631.95517,1
BAU,2050,Sectoral price,FrsPr,,,,Sectoral price,2.460175763,1
BAU,2050,employment,FrsPr,,,Labor,employment,20357.32245,1
BAU,2050,Sectoral wage,FrsPr,,,Labor,Sectoral wage,1.533199438,1
BAU,2050,aggregated wage,FrsPr,,,Labor,Sectoral wage,1.533199438,1
BAU,2050,output,AnimPr,,,,output,1.23E+05,1
BAU,2050,Sectoral price,AnimPr,,,,Sectoral price,1.013031691,1
BAU,2050,employment,AnimPr,,,Labor,employment,66981.77087,1
BAU,2050,Sectoral wage,AnimPr,,,Labor,Sectoral wage,0.887133512,1
BAU,2050,aggregated wage,AnimPr,,,Labor,Sectoral wage,0.887133512,1
BAU,2050,output,FshPr,,,,output,42454.81854,1
BAU,2050,Sectoral price,FshPr,,,,Sectoral price,1.001484815,1
BAU,2050,employment,FshPr,,,Labor,employment,27339.83031,1
BAU,2050,Sectoral wage,FshPr,,,Labor,Sectoral wage,0.901345589,1
BAU,2050,aggregated wage,FshPr,,,Labor,Sectoral wage,0.901345589,1
BAU,2050,output,OthAgri,,,,output,18787.94873,1
BAU,2050,Sectoral price,OthAgri,,,,Sectoral price,1.047780619,1
BAU,2050,employment,OthAgri,,,Labor,employment,7733.796643,1
BAU,2050,Sectoral wage,OthAgri,,,Labor,Sectoral wage,0.914565841,1
BAU,2050,aggregated wage,OthAgri,,,Labor,Sectoral wage,0.914565841,1
BAU,2050,output,Mine,,,,output,1.82E+05,1
BAU,2050,Sectoral price,Mine,,,,Sectoral price,1.510156322,1
BAU,2050,employment,Mine,,,Labor,employment,11243.87073,1
BAU,2050,Sectoral wage,Mine,,,Labor,Sectoral wage,0.590085532,1
BAU,2050,aggregated wage,Mine,,,Labor,Sectoral wage,0.590085532,1
BAU,2050,output,PapMfg,,,,output,68907.37059,1
BAU,2050,Sectoral price,PapMfg,,,,Sectoral price,1.183623345,1
BAU,2050,employment,PapMfg,,,Labor,employment,6325.886289,1
BAU,2050,Sectoral wage,PapMfg,,,Labor,Sectoral wage,0.998555171,1
BAU,2050,aggregated wage,PapMfg,,,Labor,Sectoral wage,0.998555171,1
BAU,2050,output,CheMfg,,,,output,1.65E+05,1
BAU,2050,Sectoral price,CheMfg,,,,Sectoral price,1.682670988,1
BAU,2050,employment,CheMfg,,,Labor,employment,8848.070638,1
BAU,2050,Sectoral wage,CheMfg,,,Labor,Sectoral wage,1.178146926,1
BAU,2050,aggregated wage,CheMfg,,,Labor,Sectoral wage,1.178146926,1
BAU,2050,output,CMMfg,,,,output,1.95E+05,1
BAU,2050,Sectoral price,CMMfg,,,,Sectoral price,0.997217569,1
BAU,2050,employment,CMMfg,,,Labor,employment,18845.73757,1
BAU,2050,Sectoral wage,CMMfg,,,Labor,Sectoral wage,0.927116298,1
BAU,2050,aggregated wage,CMMfg,,,Labor,Sectoral wage,0.927116298,1
BAU,2050,output,IST,,,,output,1.07E+05,1
BAU,2050,Sectoral price,IST,,,,Sectoral price,0.811549187,1
BAU,2050,employment,IST,,,Labor,employment,1524.375102,1
BAU,2050,Sectoral wage,IST,,,Labor,Sectoral wage,0.260851907,1
BAU,2050,aggregated wage,IST,,,Labor,Sectoral wage,0.260851907,1
BAU,2050,output,NFM,,,,output,1.93E+05,1
BAU,2050,Sectoral price,NFM,,,,Sectoral price,1.438037357,1
BAU,2050,employment,NFM,,,Labor,employment,2365.561047,1
BAU,2050,Sectoral wage,NFM,,,Labor,Sectoral wage,0.322817082,1
BAU,2050,aggregated wage,NFM,,,Labor,Sectoral wage,0.322817082,1
BAU,2050,output,MetalPr,,,,output,6.55E+05,1
BAU,2050,Sectoral price,MetalPr,,,,Sectoral price,1.01890237,1
BAU,2050,employment,MetalPr,,,Labor,employment,32592.17033,1
BAU,2050,Sectoral wage,MetalPr,,,Labor,Sectoral wage,0.826790774,1
BAU,2050,aggregated wage,MetalPr,,,Labor,Sectoral wage,0.826790774,1
BAU,2050,output,GenEqp,,,,output,7.73E+05,1
BAU,2050,Sectoral price,GenEqp,,,,Sectoral price,1.196825743,1
BAU,2050,employment,GenEqp,,,Labor,employment,39189.50591,1
BAU,2050,Sectoral wage,GenEqp,,,Labor,Sectoral wage,0.633748303,1
BAU,2050,aggregated wage,GenEqp,,,Labor,Sectoral wage,0.633748303,1
BAU,2050,output,TransEqp,,,,output,3.97E+05,1
BAU,2050,Sectoral price,TransEqp,,,,Sectoral price,1.137819391,1
BAU,2050,employment,TransEqp,,,Labor,employment,23158.50558,1
BAU,2050,Sectoral wage,TransEqp,,,Labor,Sectoral wage,0.695881173,1
BAU,2050,aggregated wage,TransEqp,,,Labor,Sectoral wage,0.695881173,1
BAU,2050,output,ElecEqp,,,,output,3.14E+05,1
BAU,2050,Sectoral price,ElecEqp,,,,Sectoral price,2.702049646,1
BAU,2050,employment,ElecEqp,,,Labor,employment,26224.33586,1
BAU,2050,Sectoral wage,ElecEqp,,,Labor,Sectoral wage,0.77030571,1
BAU,2050,aggregated wage,ElecEqp,,,Labor,Sectoral wage,0.77030571,1
BAU,2050,output,Biofuel,,,,output,880.3275759,1
BAU,2050,Sectoral price,Biofuel,,,,Sectoral price,1.010315307,1
BAU,2050,employment,Biofuel,,,Labor,employment,88.11414901,1
BAU,2050,Sectoral wage,Biofuel,,,Labor,Sectoral wage,0.975198586,1
BAU,2050,aggregated wage,Biofuel,,,Labor,Sectoral wage,0.975198586,1
BAU,2050,output,OthMfg,,,,output,1.58E+06,1
BAU,2050,Sectoral price,OthMfg,,,,Sectoral price,1.168438126,1
BAU,2050,employment,OthMfg,,,Labor,employment,1.32E+05,1
BAU,2050,Sectoral wage,OthMfg,,,Labor,Sectoral wage,0.869327035,1
BAU,2050,aggregated wage,OthMfg,,,Labor,Sectoral wage,0.869327035,1
BAU,2050,output,Constr,,,,output,7.47E+05,1
BAU,2050,Sectoral price,Constr,,,,Sectoral price,0.990596124,1
BAU,2050,employment,Constr,,,Labor,employment,1.26E+05,1
BAU,2050,Sectoral wage,Constr,,,Labor,Sectoral wage,0.967718857,1
BAU,2050,aggregated wage,Constr,,,Labor,Sectoral wage,0.967718857,1
BAU,2050,output,AirTran,,,,output,32679.77311,1
BAU,2050,Sectoral price,AirTran,,,,Sectoral price,3.581738987,1
BAU,2050,employment,AirTran,,,Labor,employment,4892.052077,1
BAU,2050,Sectoral wage,AirTran,,,Labor,Sectoral wage,1.567341867,1
BAU,2050,aggregated wage,AirTran,,,Labor,Sectoral wage,1.567341867,1
BAU,2050,output,OthTran,,,,output,2.68E+05,1
BAU,2050,Sectoral price,OthTran,,,,Sectoral price,1.124315225,1
BAU,2050,employment,OthTran,,,Labor,employment,45626.56482,1
BAU,2050,Sectoral wage,OthTran,,,Labor,Sectoral wage,0.837454865,1
BAU,2050,aggregated wage,OthTran,,,Labor,Sectoral wage,0.837454865,1
BAU,2050,output,RD,,,,output,1.41E+05,1
BAU,2050,Sectoral price,RD,,,,Sectoral price,1.058214808,1
BAU,2050,employment,RD,,,Labor,employment,25115.74292,1
BAU,2050,Sectoral wage,RD,,,Labor,Sectoral wage,0.878083515,1
BAU,2050,aggregated wage,RD,,,Labor,Sectoral wage,0.878083515,1
BAU,2050,output,Service,,,,output,2.03E+06,1
BAU,2050,Sectoral price,Service,,,,Sectoral price,0.823253171,1
BAU,2050,employment,Service,,,Labor,employment,5.46E+05,1
BAU,2050,Sectoral wage,Service,,,Labor,Sectoral wage,1.008031513,1
BAU,2050,aggregated wage,Service,,,Labor,Sectoral wage,1.008031513,1
BAU,2050,elec_output,,,T_D,,elec_output,13644.23511,1
BAU,2050,elec_price,,,T_D,,elec_price,2.063742764,1
BAU,2050,elec_tax,,,T_D,,elec_tax,0.048069152,1
BAU,2050,employment,,,T_D,Labor,employment,3933.517825,1
BAU,2050,elec_output,,,Coal_Power,,elec_output,9449.083975,1
BAU,2050,elec_price,,,Coal_Power,,elec_price,2.663952634,1
BAU,2050,elec_tax,,,Coal_Power,,elec_tax,0.057431269,1
BAU,2050,employment,,,Coal_Power,Labor,employment,116.057541,1
BAU,2050,elec_output,,,Gas_Power,,elec_output,102.7904282,1
BAU,2050,elec_price,,,Gas_Power,,elec_price,5.146204503,1
BAU,2050,elec_tax,,,Gas_Power,,elec_tax,0.05772277,1
BAU,2050,employment,,,Gas_Power,Labor,employment,3.45525368,1
BAU,2050,elec_output,,,Oil_Power,,elec_output,1.475346154,1
BAU,2050,elec_price,,,Oil_Power,,elec_price,78.17286444,1
BAU,2050,elec_tax,,,Oil_Power,,elec_tax,0.00866825,1
BAU,2050,employment,,,Oil_Power,Labor,employment,3.038898103,1
BAU,2050,elec_output,,,Nuclear,,elec_output,151.9125104,1
BAU,2050,elec_price,,,Nuclear,,elec_price,8.438295701,1
BAU,2050,elec_tax,,,Nuclear,,elec_tax,0.012147132,1
BAU,2050,employment,,,Nuclear,Labor,employment,259.7888015,1
BAU,2050,elec_output,,,Hydro,,elec_output,3402.492031,1
BAU,2050,elec_price,,,Hydro,,elec_price,2.578789366,1
BAU,2050,elec_tax,,,Hydro,,elec_tax,0.04407789,1
BAU,2050,employment,,,Hydro,Labor,employment,2463.867156,1
BAU,2050,elec_output,,,Wind,,elec_output,435.6361633,1
BAU,2050,elec_price,,,Wind,,elec_price,7.223565097,1
BAU,2050,elec_tax,,,Wind,,elec_tax,-0.043772675,1
BAU,2050,employment,,,Wind,Labor,employment,639.1779638,1
BAU,2050,elec_output,,,Solar,,elec_output,19.0668931,1
BAU,2050,elec_price,,,Solar,,elec_price,6.288277252,1
BAU,2050,elec_tax,,,Solar,,elec_tax,-0.198516937,1
BAU,2050,employment,,,Solar,Labor,employment,5.366614637,1
BAU,2050,elec_output,,,Biomass,,elec_output,69.27270159,1
BAU,2050,elec_price,,,Biomass,,elec_price,10.05918263,1
BAU,2050,elec_tax,,,Biomass,,elec_tax,-0.136079567,1
BAU,2050,employment,,,Biomass,Labor,employment,138.19762,1
BAU,2050,ECO2,Elec,,,,ECO2,41.24148436,1
BAU,2050,ECO2,Coal,,,,ECO2,8.296763319,1
BAU,2050,ECO2,Oilgas,,,,ECO2,0.185743465,1
BAU,2050,ECO2,Roil,,,,ECO2,1.019243763,1
BAU,2050,ECO2,Gas,,,,ECO2,1.891931989,1
BAU,2050,ECO2,AgriPr,,,,ECO2,0.016220087,1
BAU,2050,ECO2,FrsPr,,,,ECO2,0.01760068,1
BAU,2050,ECO2,AnimPr,,,,ECO2,0.007702917,1
BAU,2050,ECO2,FshPr,,,,ECO2,0.011610548,1
BAU,2050,ECO2,OthAgri,,,,ECO2,0.007635055,1
BAU,2050,ECO2,Mine,,,,ECO2,1.392954827,1
BAU,2050,ECO2,PapMfg,,,,ECO2,2.693389881,1
BAU,2050,ECO2,CheMfg,,,,ECO2,16.72672192,1
BAU,2050,ECO2,CMMfg,,,,ECO2,20.33548105,1
BAU,2050,ECO2,IST,,,,ECO2,2.114715085,1
BAU,2050,ECO2,NFM,,,,ECO2,0.924147257,1
BAU,2050,ECO2,MetalPr,,,,ECO2,43.93012322,1
BAU,2050,ECO2,GenEqp,,,,ECO2,1.186054516,1
BAU,2050,ECO2,TransEqp,,,,ECO2,0.248653291,1
BAU,2050,ECO2,ElecEqp,,,,ECO2,0,1
BAU,2050,ECO2,Biofuel,,,,ECO2,0.011136639,1
BAU,2050,ECO2,OthMfg,,,,ECO2,17.37160939,1
BAU,2050,ECO2,Constr,,,,ECO2,1.493350063,1
BAU,2050,ECO2,AirTran,,,,ECO2,0.046910494,1
BAU,2050,ECO2,OthTran,,,,ECO2,0.481262275,1
BAU,2050,ECO2,RD,,,,ECO2,0.1220886,1
BAU,2050,ECO2,Service,,,,ECO2,1.620128563,1
BAU,2050,ECO2,fd,,,,ECO2,1.924355615,1
BAU,2050,ECO2,Elec,,,,ECO2,0.008199168,1
BAU,2050,ECO2,Coal,,,,ECO2,0.009591766,1
BAU,2050,ECO2,Oilgas,,,,ECO2,0.629082199,1
BAU,2050,ECO2,Roil,,,,ECO2,0.198437867,1
