Scenario,rate,delta,variable,sector,subsector,labor,qualifier,value,solvestat
"R",0.000000000,0.000000000,"output","Elec","","","output",48693.358892610,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","Elec","","","price",1.000000006,1.000000000
"R",0.000000000,0.000000000,"employment","Elec","","LabSk","employment",145.016989204,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Elec","","LabSk","Sectoral wage",11.498637839,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Elec","","LabSk","employment intensity",0.002978168,1.000000000
"R",0.000000000,0.000000000,"employment","Elec","","LabUn","employment",248.052909214,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Elec","","LabUn","Sectoral wage",8.088830264,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Elec","","LabUn","employment intensity",0.005094184,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Elec","","total","employment intensity",0.008072351,1.000000000
"R",0.000000000,0.000000000,"output","Coal","","","output",27572.676244393,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","Coal","","","price",1.000000004,1.000000000
"R",0.000000000,0.000000000,"employment","Coal","","LabSk","employment",57.310153592,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Coal","","LabSk","Sectoral wage",17.551219270,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Coal","","LabSk","employment intensity",0.002078513,1.000000000
"R",0.000000000,0.000000000,"employment","Coal","","LabUn","employment",457.682266833,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Coal","","LabUn","Sectoral wage",11.687320988,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Coal","","LabUn","employment intensity",0.016599124,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Coal","","total","employment intensity",0.018677636,1.000000000
"R",0.000000000,0.000000000,"output","Oilgas","","","output",11337.676700000,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","Oilgas","","","price",0.999999985,1.000000000
"R",0.000000000,0.000000000,"employment","Oilgas","","LabSk","employment",41.916133915,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Oilgas","","LabSk","Sectoral wage",16.744322309,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Oilgas","","LabSk","employment intensity",0.003697066,1.000000000
"R",0.000000000,0.000000000,"employment","Oilgas","","LabUn","employment",69.580658779,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Oilgas","","LabUn","Sectoral wage",11.824268514,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Oilgas","","LabUn","employment intensity",0.006137118,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Oilgas","","total","employment intensity",0.009834183,1.000000000
"R",0.000000000,0.000000000,"output","Roil","","","output",34948.732357353,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","Roil","","","price",0.999999991,1.000000000
"R",0.000000000,0.000000000,"employment","Roil","","LabSk","employment",22.208126138,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Roil","","LabSk","Sectoral wage",24.736121348,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Roil","","LabSk","employment intensity",0.000635449,1.000000000
"R",0.000000000,0.000000000,"employment","Roil","","LabUn","employment",34.786488937,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Roil","","LabUn","Sectoral wage",17.289752845,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Roil","","LabUn","employment intensity",0.000995358,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Roil","","total","employment intensity",0.001630806,1.000000000
"R",0.000000000,0.000000000,"output","Gas","","","output",4049.091474267,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","Gas","","","price",1.000000001,1.000000000
"R",0.000000000,0.000000000,"employment","Gas","","LabSk","employment",14.791744817,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Gas","","LabSk","Sectoral wage",6.224381119,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Gas","","LabSk","employment intensity",0.003653102,1.000000000
"R",0.000000000,0.000000000,"employment","Gas","","LabUn","employment",34.663604718,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Gas","","LabUn","Sectoral wage",4.325539379,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Gas","","LabUn","employment intensity",0.008560835,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Gas","","total","employment intensity",0.012213937,1.000000000
"R",0.000000000,0.000000000,"output","Agri","","","output",89421.347246967,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","Agri","","","price",1.000000000,1.000000000
"R",0.000000000,0.000000000,"employment","Agri","","LabSk","employment",708.141837919,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Agri","","LabSk","Sectoral wage",2.664713120,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Agri","","LabSk","employment intensity",0.007919159,1.000000000
"R",0.000000000,0.000000000,"employment","Agri","","LabUn","employment",32943.934074405,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Agri","","LabUn","Sectoral wage",1.552456891,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Agri","","LabUn","employment intensity",0.368412410,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Agri","","total","employment intensity",0.376331569,1.000000000
"R",0.000000000,0.000000000,"output","Mine","","","output",18825.939059486,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","Mine","","","price",0.999999998,1.000000000
"R",0.000000000,0.000000000,"employment","Mine","","LabSk","employment",23.244423079,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Mine","","LabSk","Sectoral wage",20.907625885,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Mine","","LabSk","employment intensity",0.001234702,1.000000000
"R",0.000000000,0.000000000,"employment","Mine","","LabUn","employment",211.796245669,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Mine","","LabUn","Sectoral wage",13.386544399,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Mine","","LabUn","employment intensity",0.011250235,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Mine","","total","employment intensity",0.012484937,1.000000000
"R",0.000000000,0.000000000,"output","PapMfg","","","output",12417.470438800,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","PapMfg","","","price",0.999999993,1.000000000
"R",0.000000000,0.000000000,"employment","PapMfg","","LabSk","employment",20.831944609,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","PapMfg","","LabSk","Sectoral wage",7.085083761,1.000000000
"R",0.000000000,0.000000000,"employment intensity","PapMfg","","LabSk","employment intensity",0.001677632,1.000000000
"R",0.000000000,0.000000000,"employment","PapMfg","","LabUn","employment",198.088355006,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","PapMfg","","LabUn","Sectoral wage",4.829132403,1.000000000
"R",0.000000000,0.000000000,"employment intensity","PapMfg","","LabUn","employment intensity",0.015952392,1.000000000
"R",0.000000000,0.000000000,"employment intensity","PapMfg","","total","employment intensity",0.017630024,1.000000000
"R",0.000000000,0.000000000,"output","CheMfg","","","output",28149.464332488,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","CheMfg","","","price",1.000000000,1.000000000
"R",0.000000000,0.000000000,"employment","CheMfg","","LabSk","employment",37.291661228,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","CheMfg","","LabSk","Sectoral wage",10.355234882,1.000000000
"R",0.000000000,0.000000000,"employment intensity","CheMfg","","LabSk","employment intensity",0.001324773,1.000000000
"R",0.000000000,0.000000000,"employment","CheMfg","","LabUn","employment",133.866709653,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","CheMfg","","LabUn","Sectoral wage",6.893791803,1.000000000
"R",0.000000000,0.000000000,"employment intensity","CheMfg","","LabUn","employment intensity",0.004755569,1.000000000
"R",0.000000000,0.000000000,"employment intensity","CheMfg","","total","employment intensity",0.006080342,1.000000000
"R",0.000000000,0.000000000,"output","CMMfg","","","output",37136.805606843,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","CMMfg","","","price",1.000000001,1.000000000
"R",0.000000000,0.000000000,"employment","CMMfg","","LabSk","employment",41.062956121,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","CMMfg","","LabSk","Sectoral wage",9.510331204,1.000000000
"R",0.000000000,0.000000000,"employment intensity","CMMfg","","LabSk","employment intensity",0.001105721,1.000000000
"R",0.000000000,0.000000000,"employment","CMMfg","","LabUn","employment",532.266352626,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","CMMfg","","LabUn","Sectoral wage",5.922785234,1.000000000
"R",0.000000000,0.000000000,"employment intensity","CMMfg","","LabUn","employment intensity",0.014332583,1.000000000
"R",0.000000000,0.000000000,"employment intensity","CMMfg","","total","employment intensity",0.015438304,1.000000000
"R",0.000000000,0.000000000,"output","IST","","","output",16125.179217720,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","IST","","","price",1.000000005,1.000000000
"R",0.000000000,0.000000000,"employment","IST","","LabSk","employment",35.991319947,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","IST","","LabSk","Sectoral wage",7.335546412,1.000000000
"R",0.000000000,0.000000000,"employment intensity","IST","","LabSk","employment intensity",0.002231995,1.000000000
"R",0.000000000,0.000000000,"employment","IST","","LabUn","employment",151.085498606,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","IST","","LabUn","Sectoral wage",4.994247048,1.000000000
"R",0.000000000,0.000000000,"employment intensity","IST","","LabUn","employment intensity",0.009369539,1.000000000
"R",0.000000000,0.000000000,"employment intensity","IST","","total","employment intensity",0.011601534,1.000000000
"R",0.000000000,0.000000000,"output","NFM","","","output",23413.548275653,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","NFM","","","price",0.999999999,1.000000000
"R",0.000000000,0.000000000,"employment","NFM","","LabSk","employment",19.529529958,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","NFM","","LabSk","Sectoral wage",16.561139068,1.000000000
"R",0.000000000,0.000000000,"employment intensity","NFM","","LabSk","employment intensity",0.000834112,1.000000000
"R",0.000000000,0.000000000,"employment","NFM","","LabUn","employment",83.941572666,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","NFM","","LabUn","Sectoral wage",11.362770186,1.000000000
"R",0.000000000,0.000000000,"employment intensity","NFM","","LabUn","employment intensity",0.003585171,1.000000000
"R",0.000000000,0.000000000,"employment intensity","NFM","","total","employment intensity",0.004419283,1.000000000
"R",0.000000000,0.000000000,"output","MetalPr","","","output",1.0280107183E+5,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","MetalPr","","","price",1.000000001,1.000000000
"R",0.000000000,0.000000000,"employment","MetalPr","","LabSk","employment",82.041247209,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","MetalPr","","LabSk","Sectoral wage",14.247667187,1.000000000
"R",0.000000000,0.000000000,"employment intensity","MetalPr","","LabSk","employment intensity",0.000798058,1.000000000
"R",0.000000000,0.000000000,"employment","MetalPr","","LabUn","employment",785.492662604,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","MetalPr","","LabUn","Sectoral wage",7.259121108,1.000000000
"R",0.000000000,0.000000000,"employment intensity","MetalPr","","LabUn","employment intensity",0.007640900,1.000000000
"R",0.000000000,0.000000000,"employment intensity","MetalPr","","total","employment intensity",0.008438958,1.000000000
"R",0.000000000,0.000000000,"output","GenEqp","","","output",1.2341360869E+5,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","GenEqp","","","price",1.000000002,1.000000000
"R",0.000000000,0.000000000,"employment","GenEqp","","LabSk","employment",293.358132401,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","GenEqp","","LabSk","Sectoral wage",8.871484644,1.000000000
"R",0.000000000,0.000000000,"employment intensity","GenEqp","","LabSk","employment intensity",0.002377032,1.000000000
"R",0.000000000,0.000000000,"employment","GenEqp","","LabUn","employment",1440.849446101,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","GenEqp","","LabUn","Sectoral wage",5.674234773,1.000000000
"R",0.000000000,0.000000000,"employment intensity","GenEqp","","LabUn","employment intensity",0.011674964,1.000000000
"R",0.000000000,0.000000000,"employment intensity","GenEqp","","total","employment intensity",0.014051996,1.000000000
"R",0.000000000,0.000000000,"output","TransEqp","","","output",64656.501165297,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","TransEqp","","","price",0.999999999,1.000000000
"R",0.000000000,0.000000000,"employment","TransEqp","","LabSk","employment",126.730335386,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","TransEqp","","LabSk","Sectoral wage",11.896376239,1.000000000
"R",0.000000000,0.000000000,"employment intensity","TransEqp","","LabSk","employment intensity",0.001960056,1.000000000
"R",0.000000000,0.000000000,"employment","TransEqp","","LabUn","employment",529.372359262,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","TransEqp","","LabUn","Sectoral wage",8.109478242,1.000000000
"R",0.000000000,0.000000000,"employment intensity","TransEqp","","LabUn","employment intensity",0.008187458,1.000000000
"R",0.000000000,0.000000000,"employment intensity","TransEqp","","total","employment intensity",0.010147513,1.000000000
"R",0.000000000,0.000000000,"output","ElecEqp","","","output",64801.183286023,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","ElecEqp","","","price",1.000000000,1.000000000
"R",0.000000000,0.000000000,"employment","ElecEqp","","LabSk","employment",170.118255043,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","ElecEqp","","LabSk","Sectoral wage",10.198704505,1.000000000
"R",0.000000000,0.000000000,"employment intensity","ElecEqp","","LabSk","employment intensity",0.002625234,1.000000000
"R",0.000000000,0.000000000,"employment","ElecEqp","","LabUn","employment",755.414371691,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","ElecEqp","","LabUn","Sectoral wage",5.558353406,1.000000000
"R",0.000000000,0.000000000,"employment intensity","ElecEqp","","LabUn","employment intensity",0.011657416,1.000000000
"R",0.000000000,0.000000000,"employment intensity","ElecEqp","","total","employment intensity",0.014282650,1.000000000
"R",0.000000000,0.000000000,"output","OthMfg","","","output",3.0617803074E+5,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","OthMfg","","","price",0.999999999,1.000000000
"R",0.000000000,0.000000000,"employment","OthMfg","","LabSk","employment",572.434924823,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","OthMfg","","LabSk","Sectoral wage",7.644175009,1.000000000
"R",0.000000000,0.000000000,"employment intensity","OthMfg","","LabSk","employment intensity",0.001869615,1.000000000
"R",0.000000000,0.000000000,"employment","OthMfg","","LabUn","employment",6239.446473936,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","OthMfg","","LabUn","Sectoral wage",3.557078052,1.000000000
"R",0.000000000,0.000000000,"employment intensity","OthMfg","","LabUn","employment intensity",0.020378492,1.000000000
"R",0.000000000,0.000000000,"employment intensity","OthMfg","","total","employment intensity",0.022248106,1.000000000
"R",0.000000000,0.000000000,"output","Constr","","","output",1.3861258692E+5,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","Constr","","","price",1.000000001,1.000000000
"R",0.000000000,0.000000000,"employment","Constr","","LabSk","employment",258.382789998,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Constr","","LabSk","Sectoral wage",9.592356452,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Constr","","LabSk","employment intensity",0.001864064,1.000000000
"R",0.000000000,0.000000000,"employment","Constr","","LabUn","employment",3728.229057502,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Constr","","LabUn","Sectoral wage",5.414254825,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Constr","","LabUn","employment intensity",0.026896757,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Constr","","total","employment intensity",0.028760821,1.000000000
"R",0.000000000,0.000000000,"output","AirTran","","","output",5091.311790312,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","AirTran","","","price",0.999999997,1.000000000
"R",0.000000000,0.000000000,"employment","AirTran","","LabSk","employment",27.977949007,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","AirTran","","LabSk","Sectoral wage",13.444367406,1.000000000
"R",0.000000000,0.000000000,"employment intensity","AirTran","","LabSk","employment intensity",0.005495234,1.000000000
"R",0.000000000,0.000000000,"employment","AirTran","","LabUn","employment",18.335991093,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","AirTran","","LabUn","Sectoral wage",9.155948060,1.000000000
"R",0.000000000,0.000000000,"employment intensity","AirTran","","LabUn","employment intensity",0.003601428,1.000000000
"R",0.000000000,0.000000000,"employment intensity","AirTran","","total","employment intensity",0.009096662,1.000000000
"R",0.000000000,0.000000000,"output","OthTran","","","output",50373.146175941,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","OthTran","","","price",0.999999997,1.000000000
"R",0.000000000,0.000000000,"employment","OthTran","","LabSk","employment",227.071013019,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","OthTran","","LabSk","Sectoral wage",6.514319982,1.000000000
"R",0.000000000,0.000000000,"employment intensity","OthTran","","LabSk","employment intensity",0.004507779,1.000000000
"R",0.000000000,0.000000000,"employment","OthTran","","LabUn","employment",2203.923328720,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","OthTran","","LabUn","Sectoral wage",3.637611623,1.000000000
"R",0.000000000,0.000000000,"employment intensity","OthTran","","LabUn","employment intensity",0.043751949,1.000000000
"R",0.000000000,0.000000000,"employment intensity","OthTran","","total","employment intensity",0.048259728,1.000000000
"R",0.000000000,0.000000000,"output","RD","","","output",24933.612806384,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","RD","","","price",1.000000000,1.000000000
"R",0.000000000,0.000000000,"employment","RD","","LabSk","employment",160.708289067,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","RD","","LabSk","Sectoral wage",23.462396914,1.000000000
"R",0.000000000,0.000000000,"employment intensity","RD","","LabSk","employment intensity",0.006445447,1.000000000
"R",0.000000000,0.000000000,"employment","RD","","LabUn","employment",83.225693680,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","RD","","LabUn","Sectoral wage",14.597134019,1.000000000
"R",0.000000000,0.000000000,"employment intensity","RD","","LabUn","employment intensity",0.003337891,1.000000000
"R",0.000000000,0.000000000,"employment intensity","RD","","total","employment intensity",0.009783339,1.000000000
"R",0.000000000,0.000000000,"output","Service","","","output",3.6867473770E+5,1.000000000
"R",0.000000000,0.000000000,"Sectoral price","Service","","","price",0.999999998,1.000000000
"R",0.000000000,0.000000000,"employment","Service","","LabSk","employment",5436.241207230,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Service","","LabSk","Sectoral wage",9.071134227,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Service","","LabSk","employment intensity",0.014745359,1.000000000
"R",0.000000000,0.000000000,"employment","Service","","LabUn","employment",12656.531485156,1.000000000
"R",0.000000000,0.000000000,"Sectoral wage","Service","","LabUn","Sectoral wage",3.562626621,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Service","","LabUn","employment intensity",0.034329804,1.000000000
"R",0.000000000,0.000000000,"employment intensity","Service","","total","employment intensity",0.049075163,1.000000000
"R",0.000000000,0.000000000,"elec_output","","T_D","","elec_output",4917.099979058,1.000000000
"R",0.000000000,0.000000000,"employment","","T_D","LabSk","employment",86.902707912,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","T_D","LabSk","employment intensity",0.017673569,1.000000000
"R",0.000000000,0.000000000,"employment","","T_D","LabUn","employment",148.647890393,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","T_D","LabUn","employment intensity",0.030230805,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","T_D","total","employment intensity",0.047904374,1.000000000
"R",0.000000000,0.000000000,"output","","T_D","","output",4917.099979058,1.000000000
"R",0.000000000,0.000000000,"elec_output","","Coal_Power","","elec_output",3710.399966693,1.000000000
"R",0.000000000,0.000000000,"employment","","Coal_Power","LabSk","employment",36.766153984,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Coal_Power","LabSk","employment intensity",0.009908946,1.000000000
"R",0.000000000,0.000000000,"employment","","Coal_Power","LabUn","employment",62.888848371,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Coal_Power","LabUn","employment intensity",0.016949345,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Coal_Power","total","employment intensity",0.026858291,1.000000000
"R",0.000000000,0.000000000,"output","","Coal_Power","","output",3710.399966693,1.000000000
"R",0.000000000,0.000000000,"elec_output","","Gas_Power","","elec_output",109.200000401,1.000000000
"R",0.000000000,0.000000000,"employment","","Gas_Power","LabSk","employment",1.055923344,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Gas_Power","LabSk","employment intensity",0.009669628,1.000000000
"R",0.000000000,0.000000000,"employment","","Gas_Power","LabUn","employment",1.806166695,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Gas_Power","LabUn","employment intensity",0.016539988,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Gas_Power","total","employment intensity",0.026209616,1.000000000
"R",0.000000000,0.000000000,"output","","Gas_Power","","output",109.200000401,1.000000000
"R",0.000000000,0.000000000,"elec_output","","Oil_Power","","elec_output",5.400000065,1.000000000
"R",0.000000000,0.000000000,"employment","","Oil_Power","LabSk","employment",0.198778149,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Oil_Power","LabSk","employment intensity",0.036810768,1.000000000
"R",0.000000000,0.000000000,"employment","","Oil_Power","LabUn","employment",0.340011873,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Oil_Power","LabUn","employment intensity",0.062965161,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Oil_Power","total","employment intensity",0.099775929,1.000000000
"R",0.000000000,0.000000000,"output","","Oil_Power","","output",5.400000065,1.000000000
"R",0.000000000,0.000000000,"elec_output","","Nuclear","","elec_output",98.300001030,1.000000000
"R",0.000000000,0.000000000,"employment","","Nuclear","LabSk","employment",0.285206552,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Nuclear","LabSk","employment intensity",0.002901389,1.000000000
"R",0.000000000,0.000000000,"employment","","Nuclear","LabUn","employment",0.487848462,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Nuclear","LabUn","employment intensity",0.004962853,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Nuclear","total","employment intensity",0.007864242,1.000000000
"R",0.000000000,0.000000000,"output","","Nuclear","","output",98.300001030,1.000000000
"R",0.000000000,0.000000000,"elec_output","","Hydro","","elec_output",855.600001888,1.000000000
"R",0.000000000,0.000000000,"employment","","Hydro","LabSk","employment",17.975032016,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Hydro","LabSk","employment intensity",0.021008686,1.000000000
"R",0.000000000,0.000000000,"employment","","Hydro","LabUn","employment",30.746459582,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Hydro","LabUn","employment intensity",0.035935553,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Hydro","total","employment intensity",0.056944240,1.000000000
"R",0.000000000,0.000000000,"output","","Hydro","","output",855.600001888,1.000000000
"R",0.000000000,0.000000000,"elec_output","","Wind","","elec_output",103.000000560,1.000000000
"R",0.000000000,0.000000000,"employment","","Wind","LabSk","employment",0.856546051,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Wind","LabSk","employment intensity",0.008315981,1.000000000
"R",0.000000000,0.000000000,"employment","","Wind","LabUn","employment",1.465129986,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Wind","LabUn","employment intensity",0.014224563,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Wind","total","employment intensity",0.022540544,1.000000000
"R",0.000000000,0.000000000,"output","","Wind","","output",103.000000560,1.000000000
"R",0.000000000,0.000000000,"elec_output","","Solar","","elec_output",3.600000014,1.000000000
"R",0.000000000,0.000000000,"employment","","Solar","LabSk","employment",0.062525889,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Solar","LabSk","employment intensity",0.017368302,1.000000000
"R",0.000000000,0.000000000,"employment","","Solar","LabUn","employment",0.106951114,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Solar","LabUn","employment intensity",0.029708643,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Solar","total","employment intensity",0.047076945,1.000000000
"R",0.000000000,0.000000000,"output","","Solar","","output",3.600000014,1.000000000
"R",0.000000000,0.000000000,"elec_output","","Biomass","","elec_output",31.600000338,1.000000000
"R",0.000000000,0.000000000,"employment","","Biomass","LabSk","employment",0.914115307,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Biomass","LabSk","employment intensity",0.028927699,1.000000000
"R",0.000000000,0.000000000,"employment","","Biomass","LabUn","employment",1.563602738,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Biomass","LabUn","employment intensity",0.049481099,1.000000000
"R",0.000000000,0.000000000,"employment intensity","","Biomass","total","employment intensity",0.078408798,1.000000000
"R",0.000000000,0.000000000,"output","","Biomass","","output",31.600000338,1.000000000
"R",0.000000000,0.000000000,"ECO2","Elec","","","ECO2",24.967203185,1.000000000
"R",0.000000000,0.000000000,"ECO2","Coal","","","ECO2",8.215218596,1.000000000
"R",0.000000000,0.000000000,"ECO2","Oilgas","","","ECO2",0.145488637,1.000000000
"R",0.000000000,0.000000000,"ECO2","Roil","","","ECO2",1.242248200,1.000000000
"R",0.000000000,0.000000000,"ECO2","Gas","","","ECO2",1.388895828,1.000000000
"R",0.000000000,0.000000000,"ECO2","Agri","","","ECO2",0.542868383,1.000000000
"R",0.000000000,0.000000000,"ECO2","Mine","","","ECO2",0.812887305,1.000000000
"R",0.000000000,0.000000000,"ECO2","PapMfg","","","ECO2",0.699271365,1.000000000
"R",0.000000000,0.000000000,"ECO2","CheMfg","","","ECO2",4.270873076,1.000000000
"R",0.000000000,0.000000000,"ECO2","CMMfg","","","ECO2",12.882036445,1.000000000
"R",0.000000000,0.000000000,"ECO2","IST","","","ECO2",5.312286312,1.000000000
"R",0.000000000,0.000000000,"ECO2","NFM","","","ECO2",1.272124843,1.000000000
"R",0.000000000,0.000000000,"ECO2","MetalPr","","","ECO2",13.766850035,1.000000000
"R",0.000000000,0.000000000,"ECO2","GenEqp","","","ECO2",0.709675450,1.000000000
"R",0.000000000,0.000000000,"ECO2","TransEqp","","","ECO2",0.175724416,1.000000000
"R",0.000000000,0.000000000,"ECO2","ElecEqp","","","ECO2",0.053575364,1.000000000
"R",0.000000000,0.000000000,"ECO2","OthMfg","","","ECO2",6.109329563,1.000000000
"R",0.000000000,0.000000000,"ECO2","Constr","","","ECO2",0.998808232,1.000000000
"R",0.000000000,0.000000000,"ECO2","AirTran","","","ECO2",0.487087218,1.000000000
"R",0.000000000,0.000000000,"ECO2","OthTran","","","ECO2",3.323518059,1.000000000
"R",0.000000000,0.000000000,"ECO2","RD","","","ECO2",0.303748845,1.000000000
"R",0.000000000,0.000000000,"ECO2","Service","","","ECO2",1.998598768,1.000000000
"R",0.000000000,0.000000000,"ECO2","fd","","","ECO2",2.059989856,1.000000000
"R",0.000000000,0.000000000,"ECO2","","total","","ECO2",91.738307980,1.000000000
"R",0.000000000,0.000000000,"elec_CO2","","T_D","","elec_CO2",0.000000000,1.000000000
"R",0.000000000,0.000000000,"elec_CO2","","Coal_Power","","elec_CO2",24.732063521,1.000000000
"R",0.000000000,0.000000000,"elec_CO2","","Gas_Power","","elec_CO2",0.188982309,1.000000000
"R",0.000000000,0.000000000,"elec_CO2","","Oil_Power","","elec_CO2",0.046157355,1.000000000
"R",0.000000000,0.000000000,"elec_CO2","","Nuclear","","elec_CO2",0.000000000,1.000000000
"R",0.000000000,0.000000000,"elec_CO2","","Hydro","","elec_CO2",0.000000000,1.000000000
"R",0.000000000,0.000000000,"elec_CO2","","Wind","","elec_CO2",0.000000000,1.000000000
"R",0.000000000,0.000000000,"elec_CO2","","Solar","","elec_CO2",0.000000000,1.000000000
